"Datum van overlijden";"nieuw";"t/m afgelopen week"
"27 aug 2020";0;0
"28 aug 2020";0;5
"29 aug 2020";0;2
"30 aug 2020";0;5
"31 aug 2020";0;3
"1 sep 2020";0;4
"2 sep 2020";0;1
"3 sep 2020";0;2
"4 sep 2020";0;4
"5 sep 2020";0;2
"6 sep 2020";0;2
"7 sep 2020";0;1
"8 sep 2020";0;2
"9 sep 2020";0;2
"10 sep 2020";0;3
"11 sep 2020";0;4
"12 sep 2020";0;7
"13 sep 2020";0;1
"14 sep 2020";0;0
"15 sep 2020";0;1
"16 sep 2020";0;6
"17 sep 2020";0;9
"18 sep 2020";0;6
"19 sep 2020";0;9
"20 sep 2020";0;6
"21 sep 2020";0;11
"22 sep 2020";0;15
"23 sep 2020";0;5
"24 sep 2020";0;15
"25 sep 2020";0;18
"26 sep 2020";0;14
"27 sep 2020";0;13
"28 sep 2020";0;14
"29 sep 2020";0;16
"30 sep 2020";0;24
"1 okt 2020";0;19
"2 okt 2020";0;11
"3 okt 2020";0;23
"4 okt 2020";0;21
"5 okt 2020";0;30
"6 okt 2020";0;26
"7 okt 2020";0;17
"8 okt 2020";0;18
"9 okt 2020";0;25
"10 okt 2020";0;26
"11 okt 2020";0;30
"12 okt 2020";0;33
"13 okt 2020";0;29
"14 okt 2020";0;33
"15 okt 2020";0;37
"16 okt 2020";0;33
"17 okt 2020";0;46
"18 okt 2020";0;56
"19 okt 2020";0;46
"20 okt 2020";0;50
"21 okt 2020";0;51
"22 okt 2020";0;61
"23 okt 2020";0;63
"24 okt 2020";0;48
"25 okt 2020";0;49
"26 okt 2020";0;65
"27 okt 2020";1;67
"28 okt 2020";1;77
"29 okt 2020";0;63
"30 okt 2020";0;81
"31 okt 2020";0;74
"1 nov 2020";1;81
"2 nov 2020";0;81
"3 nov 2020";0;74
"4 nov 2020";0;86
"5 nov 2020";1;69
"6 nov 2020";0;87
"7 nov 2020";0;75
"8 nov 2020";0;83
"9 nov 2020";1;68
"10 nov 2020";0;86
"11 nov 2020";0;68
"12 nov 2020";0;56
"13 nov 2020";0;56
"14 nov 2020";0;62
"15 nov 2020";0;60
"16 nov 2020";0;54
"17 nov 2020";0;63
"18 nov 2020";1;54
"19 nov 2020";0;44
"20 nov 2020";0;56
"21 nov 2020";0;48
"22 nov 2020";0;46
"23 nov 2020";0;46
"24 nov 2020";0;60
"25 nov 2020";0;55
"26 nov 2020";0;54
"27 nov 2020";2;49
"28 nov 2020";0;38
"29 nov 2020";0;48
"30 nov 2020";0;53
"1 dec 2020";0;54
"2 dec 2020";0;52
"3 dec 2020";1;25
"4 dec 2020";0;43
"5 dec 2020";0;42
"6 dec 2020";0;45
"7 dec 2020";0;46
"8 dec 2020";0;57
"9 dec 2020";1;45
"10 dec 2020";1;59
"11 dec 2020";0;57
"12 dec 2020";0;61
"13 dec 2020";0;58
"14 dec 2020";1;80
"15 dec 2020";0;79
"16 dec 2020";0;62
"17 dec 2020";1;68
"18 dec 2020";0;64
"19 dec 2020";0;78
"20 dec 2020";0;77
"21 dec 2020";0;81
"22 dec 2020";0;86
"23 dec 2020";0;80
"24 dec 2020";0;93
"25 dec 2020";0;87
"26 dec 2020";0;87
"27 dec 2020";1;98
"28 dec 2020";0;113
"29 dec 2020";0;103
"30 dec 2020";0;74
"31 dec 2020";0;98
"1 jan 2021";2;74
"2 jan 2021";3;88
"3 jan 2021";1;98
"4 jan 2021";0;118
"5 jan 2021";0;78
"6 jan 2021";0;81
"7 jan 2021";0;85
"8 jan 2021";0;96
"9 jan 2021";2;91
"10 jan 2021";2;75
"11 jan 2021";0;75
"12 jan 2021";1;88
"13 jan 2021";2;82
"14 jan 2021";0;74
"15 jan 2021";1;80
"16 jan 2021";2;71
"17 jan 2021";3;57
"18 jan 2021";8;77
"19 jan 2021";12;71
"20 jan 2021";7;62
"21 jan 2021";10;56
"22 jan 2021";13;48
"23 jan 2021";16;40
"24 jan 2021";23;38
"25 jan 2021";40;11
"26 jan 2021";60;0
"27 jan 2021";45;0
"28 jan 2021";52;0
"29 jan 2021";56;0
"30 jan 2021";22;0
"31 jan 2021";32;0
"1 feb 2021";18;0
"2 feb 2021";0;0
