Gemnr;Gemeente;Meldingen;Zkh opname;BevAant;Meldingen per 100.000;Zkh opname per 100.000
1940;De Fryske Marren;45;13;51567;87.3;25.2
736;De Ronde Venen;55;26;44457;123.7;58.5
1690;De Wolden;26;8;24327;106.9;32.9
503;Delft;92;36;103659;88.8;34.7
10;Delfzijl;13;5;24666;52.7;20.3
400;Den Helder;25;8;56305;44.4;14.2
762;Deurne;107;50;32474;329.5;154
150;Deventer;116;36;100718;115.2;35.7
384;Diemen;20;4;30781;65;13
1774;Dinkelland;59;17;26470;222.9;64.2
221;Doesburg;16;5;11078;144.4;45.1
222;Doetinchem;55;10;58009;94.8;17.2
766;Dongen;51;15;26226;194.5;57.2
505;Dordrecht;159;61;119300;133.3;51.1
498;Drechterland;33;2;19717;167.4;10.1
1719;Drimmelen;42;17;27274;154;62.3
303;Dronten;63;21;41569;151.6;50.5
225;Druten;74;19;18918;391.2;100.4
226;Duiven;27;10;25124;107.5;39.8
1711;Echt-Susteren;62;35;31618;196.1;110.7
385;Edam-Volendam;46;19;36201;127.1;52.5
228;Ede;116;49;117166;99;41.8
317;Eemnes;10;1;9247;108.1;10.8
770;Eersel;40;20;19314;207.1;103.6
1903;Eijsden-Margraten;105;46;25753;407.7;178.6
772;Eindhoven;294;133;234456;125.4;56.7
230;Elburg;67;11;23161;289.3;47.5
114;Emmen;55;13;107055;51.4;12.1
388;Enkhuizen;25;17;18592;134.5;91.4
153;Enschede;136;46;159734;85.1;28.8
232;Epe;76;18;33186;229;54.2
233;Ermelo;69;16;27005;255.5;59.2
777;Etten-Leur;111;37;43880;253;84.3
779;Geertruidenberg;21;9;21538;97.5;41.8
1771;Geldrop-Mierlo;63;23;39733;158.6;57.9
1652;Gemert-Bakel;133;67;30725;432.9;218.1
907;Gennep;39;14;16924;230.4;82.7
784;Gilze en Rijen;51;17;26438;192.9;64.3
1924;Goeree-Overflakkee;214;46;50049;427.6;91.9
664;Goes;57;9;38080;149.7;23.6
785;Goirle;60;24;23906;251;100.4
1942;Gooise Meren;72;21;58041;124.1;36.2
512;Gorinchem;107;14;37009;289.1;37.8
513;Gouda;140;30;73443;190.6;40.8
786;Grave;42;17;12437;337.7;136.7
14;Groningen;136;16;232922;58.4;6.9
1729;Gulpen-Wittem;38;13;14176;268.1;91.7
158;Haaksbergen;39;13;24309;160.4;53.5
788;Haaren;31;15;14371;215.7;104.4
392;Haarlem;217;52;162961;133.2;31.9
394;Haarlemmermeer;156;51;156039;100;32.7
1655;Halderberge;43;11;30277;142;36.3
160;Hardenberg;120;18;60940;196.9;29.5
243;Harderwijk;62;15;48429;128;31
523;Hardinxveld-Giessendam;25;1;18295;136.6;5.5
72;Harlingen;11;3;15720;70;19.1
244;Hattem;36;10;12213;294.8;81.9
396;Heemskerk;67;21;39188;171;53.6
397;Heemstede;78;9;27239;286.4;33
246;Heerde;100;25;18587;538;134.5
74;Heerenveen;57;12;50494;112.9;23.8
398;Heerhugowaard;79;22;57592;137.2;38.2
917;Heerlen;190;92;87057;218.2;105.7
1658;Heeze-Leende;38;12;16150;235.3;74.3
399;Heiloo;32;9;23974;133.5;37.5
163;Hellendoorn;41;7;35923;114.1;19.5
530;Hellevoetsluis;50;11;40158;124.5;27.4
794;Helmond;208;74;92432;225;80.1
531;Hendrik-Ido-Ambacht;22;5;31204;70.5;16
164;Hengelo;98;16;81147;120.8;19.7
1966;Het Hogeland;22;7;47834;46;14.6
252;Heumen;44;16;16450;267.5;97.3
797;Heusden;81;36;44699;181.2;80.5
534;Hillegom;20;6;22208;90.1;27
798;Hilvarenbeek;28;6;15514;180.5;38.7
402;Hilversum;66;21;90883;72.6;23.1
1963;Hoeksche Waard;155;64;87461;177.2;73.2
1735;Hof van Twente;47;14;35013;134.2;40
1911;Hollands Kroon;49;26;48434;101.2;53.7
118;Hoogeveen;41;10;55697;73.6;18
405;Hoorn;55;23;73232;75.1;31.4
1507;Horst aan de Maas;88;40;42433;207.4;94.3
321;Houten;87;18;50146;173.5;35.9
406;Huizen;48;17;41273;116.3;41.2
677;Hulst;25;8;27556;90.7;29
353;IJsselstein;72;30;34110;211.1;88
1884;Kaag en Braassem;14;6;27300;51.3;22
166;Kampen;216;47;54340;397.5;86.5
678;Kapelle;15;2;12691;118.2;15.8
537;Katwijk;82;17;65754;124.7;25.9
928;Kerkrade;89;46;45744;194.6;100.6
1598;Koggenland;26;6;22752;114.3;26.4
542;Krimpen aan den IJssel;40;8;29533;135.4;27.1
1931;Krimpenerwaard;93;38;56319;165.1;67.5
1659;Laarbeek;70;33;22530;310.7;146.5
1685;Landerd;98;29;15730;623;184.4
882;Landgraaf;80;36;37457;213.6;96.1
415;Landsmeer;17;3;11492;147.9;26.1
416;Langedijk;34;15;28157;120.8;53.3
1621;Lansingerland;122;30;62396;195.5;48.1
417;Laren;20;8;11274;177.4;71
80;Leeuwarden;47;31;124058;37.9;25
546;Leiden;93;32;125174;74.3;25.6
547;Leiderdorp;18;9;27059;66.5;33.3
1916;Leidschendam-Voorburg;57;17;76553;74.5;22.2
995;Lelystad;82;43;78619;104.3;54.7
1640;Leudal;121;52;35896;337.1;144.9
327;Leusden;30;7;30399;98.7;23
1705;Lingewaard;58;24;46606;124.4;51.5
553;Lisse;13;5;22957;56.6;21.8
262;Lochem;41;9;33730;121.6;26.7
809;Loon op Zand;42;20;23407;179.4;85.4
331;Lopik;28;17;14471;193.5;117.5
24;Loppersum;2;0;9533;21;0
168;Losser;15;6;22685;66.1;26.4
263;Maasdriel;26;15;25034;103.9;59.9
1641;Maasgouw;51;21;23960;212.9;87.6
556;Maassluis;37;14;33216;111.4;42.1
935;Maastricht;400;128;121558;329.1;105.3
420;Medemblik;48;14;45104;106.4;31
938;Meerssen;49;13;18832;260.2;69
1948;Meierijstad;387;166;81197;476.6;204.4
119;Meppel;25;5;33902;73.7;14.7
687;Middelburg;34;13;48810;69.7;26.6
1842;Midden-Delfland;11;3;19344;56.9;15.5
1731;Midden-Drenthe;17;6;33182;51.2;18.1
1952;Midden-Groningen;22;6;60804;36.2;9.9
815;Mill en Sint Hubert;20;9;10941;182.8;82.3
1709;Moerdijk;41;9;37136;110.4;24.2
1978;Molenlanden;73;16;43931;166.2;36.4
1955;Montferland;45;8;36009;125;22.2
335;Montfoort;29;12;13920;208.3;86.2
944;Mook en Middelaar;23;5;7847;293.1;63.7
1740;Neder-Betuwe;62;31;24342;254.7;127.4
946;Nederweert;39;28;17022;229.1;164.5
356;Nieuwegein;66;30;63461;104;47.3
569;Nieuwkoop;33;7;28809;114.5;24.3
267;Nijkerk;41;21;43176;95;48.6
268;Nijmegen;385;109;177698;216.7;61.3
1930;Nissewaard;104;32;85237;122;37.5
1970;Noardeast-Frysl̢n;22;5;45251;48.6;11
1695;Noord-Beveland;5;1;7395;67.6;13.5
1699;Noordenveld;12;2;31242;38.4;6.4
171;Noordoostpolder;34;9;47262;71.9;19
575;Noordwijk;27;13;43528;62;29.9
820;Nuenen, Gerwen en Nederwetten;33;13;23379;141.2;55.6
302;Nunspeet;112;28;27845;402.2;100.6
579;Oegstgeest;27;6;24843;108.7;24.2
823;Oirschot;36;12;18723;192.3;64.1
824;Oisterwijk;47;16;26241;179.1;61
1895;Oldambt;6;2;38213;15.7;5.2
269;Oldebroek;77;22;23645;325.7;93
173;Oldenzaal;39;14;31832;122.5;44
1773;Olst-Wijhe;30;9;18251;164.4;49.3
175;Ommen;32;7;18007;177.7;38.9
1586;Oost Gelre;35;8;29623;118.2;27
826;Oosterhout;72;34;55990;128.6;60.7
85;Ooststellingwerf;2;1;25472;7.9;3.9
431;Oostzaan;18;8;9733;184.9;82.2
432;Opmeer;5;1;11837;42.2;8.4
86;Opsterland;16;5;29742;53.8;16.8
828;Oss;321;112;91932;349.2;121.8
1509;Oude IJsselstreek;37;8;39392;93.9;20.3
437;Ouder-Amstel;23;5;14029;163.9;35.6
589;Oudewater;40;21;10226;391.2;205.4
1734;Overbetuwe;95;52;47909;198.3;108.5
590;Papendrecht;38;7;32133;118.3;21.8
1894;Peel en Maas;220;133;43420;506.7;306.3
765;Pekela;4;4;12199;32.8;32.8
1926;Pijnacker-Nootdorp;64;19;55329;115.7;34.3
439;Purmerend;136;55;81233;167.4;67.7
273;Putten;16;3;24113;66.4;12.4
177;Raalte;54;20;37709;143.2;53
703;Reimerswaal;20;4;22728;88;17.6
274;Renkum;35;14;31404;111.5;44.6
339;Renswoude;12;4;5448;220.3;73.4
1667;Reusel-De Mierden;14;8;13110;106.8;61
275;Rheden;55;31;43736;125.8;70.9
340;Rhenen;15;3;20125;74.5;14.9
597;Ridderkerk;69;29;46204;149.3;62.8
1742;Rijssen-Holten;71;22;38178;186;57.6
603;Rijswijk;54;17;54432;99.2;31.2
1669;Roerdalen;37;25;20572;179.9;121.5
957;Roermond;94;48;58254;161.4;82.4
1674;Roosendaal;124;19;77226;160.6;24.6
599;Rotterdam;1230;282;651376;188.8;43.3
277;Rozendaal;2;1;1705;117.3;58.7
840;Rucphen;35;7;22873;153;30.6
518;s-Gravenhage;617;207;545163;113.2;38
441;Schagen;56;16;46482;120.5;34.4
279;Scherpenzeel;17;3;9880;172.1;30.4
606;Schiedam;80;33;78739;101.6;41.9
88;Schiermonnikoog;0;0;947;0;0
1676;Schouwen-Duiveland;24;9;33858;70.9;26.6
965;Simpelveld;28;17;10552;265.4;161.1
1702;Sint Anthonis;53;18;11672;454.1;154.2
845;Sint-Michielsgestel;64;28;29203;219.2;95.9
1883;Sittard-Geleen;217;91;92422;234.8;98.5
610;Sliedrecht;30;6;25217;119;23.8
1714;Sluis;15;7;23217;64.6;30.2
90;Smallingerland;25;6;56154;44.5;10.7
342;Soest;59;19;46607;126.6;40.8
847;Someren;65;26;19376;335.5;134.2
848;Son en Breugel;50;27;17321;288.7;155.9
37;Stadskanaal;4;2;31688;12.6;6.3
180;Staphorst;41;7;17144;239.2;40.8
532;Stede Broec;39;16;21734;179.4;73.6
851;Steenbergen;45;11;24501;183.7;44.9
1708;Steenwijkerland;47;11;44139;106.5;24.9
971;Stein;68;36;25000;272;144
1904;Stichtse Vecht;65;26;64928;100.1;40
1900;S̼dwest-Frysl̢n;52;16;89987;57.8;17.8
715;Terneuzen;73;19;54438;134.1;34.9
93;Terschelling;1;0;4889;20.5;0
448;Texel;11;3;13573;81;22.1
1525;Teylingen;30;12;37426;80.2;32.1
716;Tholen;102;34;25758;396;132
281;Tiel;67;34;42161;158.9;80.6
855;Tilburg;499;158;219800;227;71.9
183;Tubbergen;60;10;21279;282;47
1700;Twenterand;39;9;33743;115.6;26.7
1730;Tynaarlo;32;7;33879;94.5;20.7
737;Tytsjerksteradiel;14;4;32046;43.7;12.5
856;Uden;212;88;42122;503.3;208.9
450;Uitgeest;18;4;13649;131.9;29.3
451;Uithoorn;33;12;29466;112;40.7
184;Urk;43;19;21033;204.4;90.3
344;Utrecht;558;158;357694;156;44.2
1581;Utrechtse Heuvelrug;65;21;49601;131;42.3
981;Vaals;19;9;10099;188.1;89.1
994;Valkenburg aan de Geul;46;13;16360;281.2;79.5
858;Valkenswaard;90;13;31200;288.5;41.7
47;Veendam;7;2;27387;25.6;7.3
345;Veenendaal;72;30;66491;108.3;45.1
717;Veere;19;5;21885;86.8;22.8
861;Veldhoven;66;23;45458;145.2;50.6
453;Velsen;177;25;68660;257.8;36.4
983;Venlo;198;115;101797;194.5;113
984;Venray;71;35;43604;162.8;80.3
1961;Vijfheerenlanden;149;20;56816;262.3;35.2
622;Vlaardingen;130;27;73445;177;36.8
96;Vlieland;0;0;1152;0;0
718;Vlissingen;44;8;44365;99.2;18
986;Voerendaal;23;13;12471;184.4;104.2
626;Voorschoten;24;9;25603;93.7;35.2
285;Voorst;42;10;24546;171.1;40.7
865;Vught;75;36;26554;282.4;135.6
1949;Waadhoeke;58;7;46079;125.9;15.2
866;Waalre;20;5;17454;114.6;28.6
867;Waalwijk;98;23;48620;201.6;47.3
627;Waddinxveen;33;11;29293;112.7;37.6
289;Wageningen;29;13;39673;73.1;32.8
629;Wassenaar;31;7;26214;118.3;26.7
852;Waterland;21;12;17422;120.5;68.9
988;Weert;95;55;50107;189.6;109.8
457;Weesp;28;9;19729;141.9;45.6
1960;West Betuwe;108;32;51198;210.9;62.5
668;West Maas en Waal;55;12;19320;284.7;62.1
1969;Westerkwartier;50;14;63375;78.9;22.1
1701;Westerveld;23;6;19460;118.2;30.8
293;Westervoort;17;9;14973;113.5;60.1
1950;Westerwolde;5;5;25796;19.4;19.4
1783;Westland;148;41;110357;134.1;37.2
98;Weststellingwerf;13;2;25916;50.2;7.7
614;Westvoorne;21;6;14728;142.6;40.7
189;Wierden;30;4;24440;122.7;16.4
296;Wijchen;86;36;41124;209.1;87.5
1696;Wijdemeren;16;7;24360;65.7;28.7
352;Wijk bij Duurstede;23;7;23910;96.2;29.3
294;Winterswijk;19;3;28865;65.8;10.4
873;Woensdrecht;20;4;21883;91.4;18.3
632;Woerden;97;39;52294;185.5;74.6
880;Wormerland;29;16;16299;177.9;98.2
351;Woudenberg;19;8;13362;142.2;59.9
479;Zaanstad;220;88;156711;140.4;56.2
297;Zaltbommel;40;17;28901;138.4;58.8
473;Zandvoort;27;9;17116;157.7;52.6
50;Zeewolde;20;8;22656;88.3;35.3
355;Zeist;88;29;64932;135.5;44.7
299;Zevenaar;60;38;43740;137.2;86.9
637;Zoetermeer;98;36;125283;78.2;28.7
638;Zoeterwoude;7;2;8611;81.3;23.2
1892;Zuidplas;64;17;43894;145.8;38.7
879;Zundert;44;16;21821;201.6;73.3
301;Zutphen;46;17;47942;95.9;35.5
1896;Zwartewaterland;103;31;22690;453.9;136.6
642;Zwijndrecht;61;12;44741;136.3;26.8
193;Zwolle;222;46;128831;172.3;35.7
