Gemnr;Gemeente;Bev_2020;van_datum;tot_datum;Totaal_Absoluut;Totaal_inc100000;Zkh_Absoluut;Zkh_inc100000;Overleden_Absoluut;Overleden_inc100000
1742;Rijssen-Holten;38178;18-03-2020;31-03-2020;27;70,7;10;26,2;0;0
603;Rijswijk;54432;18-03-2020;31-03-2020;19;34,9;12;22;1;1,8
1669;Roerdalen;20572;18-03-2020;31-03-2020;24;116,7;17;82,6;2;9,7
957;Roermond;58254;18-03-2020;31-03-2020;45;77,2;34;58,4;7;12
1674;Roosendaal;77226;18-03-2020;31-03-2020;23;29,8;13;16,8;2;2,6
599;Rotterdam;651376;18-03-2020;31-03-2020;403;61,9;173;26,6;17;2,6
277;Rozendaal;1705;18-03-2020;31-03-2020;0;0;0;0;0;0
840;Rucphen;22873;18-03-2020;31-03-2020;11;48,1;4;17,5;2;8,7
518;s-Gravenhage;545163;18-03-2020;31-03-2020;201;36,9;110;20,2;15;2,8
441;Schagen;46482;18-03-2020;31-03-2020;17;36,6;10;21,5;1;2,2
279;Scherpenzeel;9880;18-03-2020;31-03-2020;6;60,7;0;0;0;0
606;Schiedam;78739;18-03-2020;31-03-2020;36;45,7;21;26,7;3;3,8
88;Schiermonnikoog;947;18-03-2020;31-03-2020;0;0;0;0;0;0
1676;Schouwen-Duiveland;33858;18-03-2020;31-03-2020;14;41,3;5;14,8;0;0
965;Simpelveld;10552;18-03-2020;31-03-2020;13;123,2;12;113,7;1;9,5
1702;Sint Anthonis;11672;18-03-2020;31-03-2020;27;231,3;8;68,5;7;60
845;Sint-Michielsgestel;29203;18-03-2020;31-03-2020;28;95,9;8;27,4;5;17,1
1883;Sittard-Geleen;92422;18-03-2020;31-03-2020;79;85,5;48;51,9;18;19,5
610;Sliedrecht;25217;18-03-2020;31-03-2020;8;31,7;5;19,8;2;7,9
1714;Sluis;23217;18-03-2020;31-03-2020;6;25,8;1;4,3;3;12,9
90;Smallingerland;56154;18-03-2020;31-03-2020;7;12,5;3;5,3;1;1,8
342;Soest;46607;18-03-2020;31-03-2020;22;47,2;13;27,9;2;4,3
847;Someren;19376;18-03-2020;31-03-2020;33;170,3;17;87,7;1;5,2
848;Son en Breugel;17321;18-03-2020;31-03-2020;22;127;17;98,1;1;5,8
37;Stadskanaal;31688;18-03-2020;31-03-2020;1;3,2;1;3,2;0;0
180;Staphorst;17144;18-03-2020;31-03-2020;5;29,2;4;23,3;1;5,8
532;Stede Broec;21734;18-03-2020;31-03-2020;20;92;13;59,8;2;9,2
851;Steenbergen;24501;18-03-2020;31-03-2020;17;69,4;7;28,6;1;4,1
1708;Steenwijkerland;44139;18-03-2020;31-03-2020;12;27,2;7;15,9;0;0
971;Stein;25000;18-03-2020;31-03-2020;32;128;26;104;7;28
1904;Stichtse Vecht;64928;18-03-2020;31-03-2020;30;46,2;19;29,3;4;6,2
1900;S̼dwest-Frysl̢n;89987;18-03-2020;31-03-2020;24;26,7;13;14,4;1;1,1
715;Terneuzen;54438;18-03-2020;31-03-2020;25;45,9;11;20,2;1;1,8
93;Terschelling;4889;18-03-2020;31-03-2020;0;0;0;0;0;0
448;Texel;13573;18-03-2020;31-03-2020;4;29,5;1;7,4;1;7,4
1525;Teylingen;37426;18-03-2020;31-03-2020;15;40,1;6;16;0;0
716;Tholen;25758;18-03-2020;31-03-2020;42;163,1;26;100,9;7;27,2
281;Tiel;42161;18-03-2020;31-03-2020;30;71,2;18;42,7;4;9,5
855;Tilburg;219800;18-03-2020;31-03-2020;260;118,3;125;56,9;61;27,8
183;Tubbergen;21279;18-03-2020;31-03-2020;13;61,1;7;32,9;0;0
1700;Twenterand;33743;18-03-2020;31-03-2020;9;26,7;7;20,7;0;0
1730;Tynaarlo;33879;18-03-2020;31-03-2020;18;53,1;6;17,7;0;0
737;Tytsjerksteradiel;32046;18-03-2020;31-03-2020;5;15,6;3;9,4;0;0
856;Uden;42122;18-03-2020;31-03-2020;110;261,1;57;135,3;30;71,2
450;Uitgeest;13649;18-03-2020;31-03-2020;9;65,9;3;22;1;7,3
451;Uithoorn;29466;18-03-2020;31-03-2020;17;57,7;8;27,1;0;0
184;Urk;21033;18-03-2020;31-03-2020;16;76,1;10;47,5;2;9,5
344;Utrecht;357694;18-03-2020;31-03-2020;278;77,7;105;29,4;22;6,2
1581;Utrechtse Heuvelrug;49601;18-03-2020;31-03-2020;32;64,5;12;24,2;2;4
981;Vaals;10099;18-03-2020;31-03-2020;9;89,1;8;79,2;1;9,9
994;Valkenburg aan de Geul;16360;18-03-2020;31-03-2020;13;79,5;7;42,8;0;0
858;Valkenswaard;31200;18-03-2020;31-03-2020;48;153,8;12;38,5;5;16
47;Veendam;27387;18-03-2020;31-03-2020;5;18,3;1;3,7;0;0
345;Veenendaal;66491;18-03-2020;31-03-2020;21;31,6;12;18;3;4,5
717;Veere;21885;18-03-2020;31-03-2020;11;50,3;3;13,7;1;4,6
861;Veldhoven;45458;18-03-2020;31-03-2020;35;77;18;39,6;7;15,4
453;Velsen;68660;18-03-2020;31-03-2020;47;68,5;16;23,3;2;2,9
983;Venlo;101797;18-03-2020;31-03-2020;95;93,3;69;67,8;16;15,7
984;Venray;43604;18-03-2020;31-03-2020;41;94;20;45,9;6;13,8
1961;Vijfheerenlanden;56816;18-03-2020;31-03-2020;55;96,8;14;24,6;6;10,6
622;Vlaardingen;73445;18-03-2020;31-03-2020;46;62,6;14;19,1;2;2,7
96;Vlieland;1152;18-03-2020;31-03-2020;0;0;0;0;0;0
718;Vlissingen;44365;18-03-2020;31-03-2020;14;31,6;5;11,3;2;4,5
986;Voerendaal;12471;18-03-2020;31-03-2020;11;88,2;6;48,1;1;8
626;Voorschoten;25603;18-03-2020;31-03-2020;12;46,9;5;19,5;1;3,9
285;Voorst;24546;18-03-2020;31-03-2020;23;93,7;12;48,9;2;8,1
865;Vught;26554;18-03-2020;31-03-2020;37;139,3;20;75,3;6;22,6
1949;Waadhoeke;46079;18-03-2020;31-03-2020;10;21,7;4;8,7;0;0
866;Waalre;17454;18-03-2020;31-03-2020;12;68,8;3;17,2;0;0
867;Waalwijk;48620;18-03-2020;31-03-2020;51;104,9;19;39,1;17;35
627;Waddinxveen;29293;18-03-2020;31-03-2020;12;41;6;20,5;1;3,4
289;Wageningen;39673;18-03-2020;31-03-2020;9;22,7;6;15,1;2;5
629;Wassenaar;26214;18-03-2020;31-03-2020;4;15,3;2;7,6;0;0
852;Waterland;17422;18-03-2020;31-03-2020;10;57,4;8;45,9;1;5,7
988;Weert;50107;18-03-2020;31-03-2020;53;105,8;35;69,9;4;8
457;Weesp;19729;18-03-2020;31-03-2020;15;76;3;15,2;1;5,1
1960;West Betuwe;51198;18-03-2020;31-03-2020;40;78,1;17;33,2;2;3,9
668;West Maas en Waal;19320;18-03-2020;31-03-2020;16;82,8;9;46,6;2;10,4
1969;Westerkwartier;63375;18-03-2020;31-03-2020;22;34,7;9;14,2;1;1,6
1701;Westerveld;19460;18-03-2020;31-03-2020;9;46,2;2;10,3;1;5,1
293;Westervoort;14973;18-03-2020;31-03-2020;7;46,8;4;26,7;1;6,7
1950;Westerwolde;25796;18-03-2020;31-03-2020;4;15,5;4;15,5;0;0
1783;Westland;110357;18-03-2020;31-03-2020;56;50,7;24;21,7;4;3,6
98;Weststellingwerf;25916;18-03-2020;31-03-2020;3;11,6;2;7,7;1;3,9
614;Westvoorne;14728;18-03-2020;31-03-2020;9;61,1;4;27,2;0;0
189;Wierden;24440;18-03-2020;31-03-2020;14;57,3;3;12,3;2;8,2
296;Wijchen;41124;18-03-2020;31-03-2020;43;104,6;24;58,4;6;14,6
1696;Wijdemeren;24360;18-03-2020;31-03-2020;7;28,7;5;20,5;0;0
352;Wijk bij Duurstede;23910;18-03-2020;31-03-2020;8;33,5;4;16,7;0;0
294;Winterswijk;28865;18-03-2020;31-03-2020;5;17,3;2;6,9;0;0
873;Woensdrecht;21883;18-03-2020;31-03-2020;7;32;4;18,3;0;0
632;Woerden;52294;18-03-2020;31-03-2020;46;88;29;55,5;4;7,6
880;Wormerland;16299;18-03-2020;31-03-2020;13;79,8;12;73,6;3;18,4
351;Woudenberg;13362;18-03-2020;31-03-2020;8;59,9;3;22,5;0;0
479;Zaanstad;156711;18-03-2020;31-03-2020;84;53,6;58;37;9;5,7
297;Zaltbommel;28901;18-03-2020;31-03-2020;17;58,8;8;27,7;2;6,9
473;Zandvoort;17116;18-03-2020;31-03-2020;9;52,6;5;29,2;3;17,5
50;Zeewolde;22656;18-03-2020;31-03-2020;8;35,3;6;26,5;0;0
355;Zeist;64932;18-03-2020;31-03-2020;44;67,8;19;29,3;2;3,1
299;Zevenaar;43740;18-03-2020;31-03-2020;24;54,9;24;54,9;2;4,6
637;Zoetermeer;125283;18-03-2020;31-03-2020;38;30,3;25;20;2;1,6
638;Zoeterwoude;8611;18-03-2020;31-03-2020;3;34,8;2;23,2;0;0
1892;Zuidplas;43894;18-03-2020;31-03-2020;26;59,2;14;31,9;2;4,6
879;Zundert;21821;18-03-2020;31-03-2020;22;100,8;7;32,1;4;18,3
301;Zutphen;47942;18-03-2020;31-03-2020;21;43,8;12;25;3;6,3
1896;Zwartewaterland;22690;18-03-2020;31-03-2020;43;189,5;19;83,7;8;35,3
642;Zwijndrecht;44741;18-03-2020;31-03-2020;14;31,3;8;17,9;2;4,5
193;Zwolle;128831;18-03-2020;31-03-2020;93;72,2;33;25,6;14;10,9
796;'s-Hertogenbosch;155113;04-03-2020;17-03-2020;30;19,3;14;9;2;1,3
1680;Aa en Hunze;25453;04-03-2020;17-03-2020;0;0;0;0;0;0
358;Aalsmeer;31857;04-03-2020;17-03-2020;4;12,6;0;0;0;0
197;Aalten;27117;04-03-2020;17-03-2020;0;0;0;0;0;0
59;Achtkarspelen;27836;04-03-2020;17-03-2020;0;0;0;0;0;0
482;Alblasserdam;20165;04-03-2020;17-03-2020;2;9,9;1;5;0;0
613;Albrandswaard;25589;04-03-2020;17-03-2020;4;15,6;0;0;0;0
361;Alkmaar;109444;04-03-2020;17-03-2020;8;7,3;5;4,6;0;0
141;Almelo;73080;04-03-2020;17-03-2020;2;2,7;1;1,4;0;0
34;Almere;211840;04-03-2020;17-03-2020;3;1,4;3;1,4;0;0
484;Alphen aan den Rijn;111889;04-03-2020;17-03-2020;7;6,3;3;2,7;0;0
1723;Alphen-Chaam;10213;04-03-2020;17-03-2020;6;58,7;4;39,2;0;0
1959;Altena;55980;04-03-2020;17-03-2020;11;19,6;4;7,1;0;0
60;Ameland;3718;04-03-2020;17-03-2020;0;0;0;0;0;0
307;Amersfoort;157279;04-03-2020;17-03-2020;26;16,5;10;6,4;1;0,6
362;Amstelveen;91691;04-03-2020;17-03-2020;13;14,2;3;3,3;0;0
363;Amsterdam;872779;04-03-2020;17-03-2020;93;10,7;35;4;1;0,1
200;Apeldoorn;163829;04-03-2020;17-03-2020;9;5,5;3;1,8;0;0
3;Appingedam;11644;04-03-2020;17-03-2020;0;0;0;0;0;0
202;Arnhem;161368;04-03-2020;17-03-2020;10;6,2;4;2,5;0;0
106;Assen;68606;04-03-2020;17-03-2020;1;1,5;1;1,5;0;0
743;Asten;16734;04-03-2020;17-03-2020;2;12;1;6;0;0
744;Baarle-Nassau;6860;04-03-2020;17-03-2020;0;0;0;0;0;0
308;Baarn;24873;04-03-2020;17-03-2020;0;0;0;0;0;0
489;Barendrecht;48713;04-03-2020;17-03-2020;3;6,2;3;6,2;0;0
203;Barneveld;59077;04-03-2020;17-03-2020;7;11,8;1;1,7;0;0
888;Beek;15868;04-03-2020;17-03-2020;3;18,9;2;12,6;0;0
1954;Beekdaelen;35976;04-03-2020;17-03-2020;17;47,3;8;22,2;3;8,3
370;Beemster;10025;04-03-2020;17-03-2020;0;0;0;0;0;0
889;Beesel;13483;04-03-2020;17-03-2020;0;0;0;0;0;0
1945;Berg en Dal;34990;04-03-2020;17-03-2020;15;42,9;1;2,9;0;0
1724;Bergeijk;18638;04-03-2020;17-03-2020;1;5,4;1;5,4;0;0
893;Bergen (L.);13085;04-03-2020;17-03-2020;1;7,6;0;0;0;0
373;Bergen (NH.);29844;04-03-2020;17-03-2020;4;13,4;3;10,1;0;0
748;Bergen op Zoom;67489;04-03-2020;17-03-2020;5;7,4;5;7,4;1;1,5
1859;Berkelland;43748;04-03-2020;17-03-2020;1;2,3;0;0;0;0
1721;Bernheze;31247;04-03-2020;17-03-2020;28;89,6;17;54,4;2;6,4
753;Best;29985;04-03-2020;17-03-2020;6;20;5;16,7;0;0
209;Beuningen;25891;04-03-2020;17-03-2020;6;23,2;0;0;0;0
375;Beverwijk;41613;04-03-2020;17-03-2020;3;7,2;1;2,4;0;0
1728;Bladel;20395;04-03-2020;17-03-2020;3;14,7;5;24,5;1;4,9
376;Blaricum;11536;04-03-2020;17-03-2020;2;17,3;0;0;0;0
377;Bloemendaal;23570;04-03-2020;17-03-2020;5;21,2;0;0;0;0
1901;Bodegraven-Reeuwijk;34869;04-03-2020;17-03-2020;1;2,9;0;0;0;0
755;Boekel;10784;04-03-2020;17-03-2020;20;185,5;7;64,9;2;18,5
1681;Borger-Odoorn;25558;04-03-2020;17-03-2020;0;0;0;0;0;0
147;Borne;23313;04-03-2020;17-03-2020;2;8,6;1;4,3;0;0
654;Borsele;22738;04-03-2020;17-03-2020;3;13,2;2;8,8;0;0
756;Boxmeer;29371;04-03-2020;17-03-2020;3;10,2;2;6,8;0;0
757;Boxtel;30803;04-03-2020;17-03-2020;5;16,2;1;3,2;1;3,2
758;Breda;184271;04-03-2020;17-03-2020;100;54,3;34;18,5;6;3,3
501;Brielle;17282;04-03-2020;17-03-2020;0;0;0;0;0;0
1876;Bronckhorst;36052;04-03-2020;17-03-2020;1;2,8;0;0;0;0
213;Brummen;20756;04-03-2020;17-03-2020;0;0;1;4,8;0;0
899;Brunssum;27817;04-03-2020;17-03-2020;5;18;3;10,8;1;3,6
312;Bunnik;15191;04-03-2020;17-03-2020;1;6,6;0;0;0;0
313;Bunschoten;21867;04-03-2020;17-03-2020;0;0;0;0;0;0
214;Buren;26742;04-03-2020;17-03-2020;5;18,7;1;3,7;0;0
502;Capelle aan den IJssel;67151;04-03-2020;17-03-2020;1;1,5;0;0;0;0
383;Castricum;35988;04-03-2020;17-03-2020;5;13,9;2;5,6;0;0
109;Coevorden;35296;04-03-2020;17-03-2020;9;25,5;1;2,8;0;0
1706;Cranendonck;21166;04-03-2020;17-03-2020;6;28,3;0;0;1;4,7
1684;Cuijk;25139;04-03-2020;17-03-2020;2;8;1;4;0;0
216;Culemborg;28956;04-03-2020;17-03-2020;3;10,4;2;6,9;0;0
148;Dalfsen;28585;04-03-2020;17-03-2020;1;3,5;1;3,5;0;0
1891;Dantumadiel;18916;04-03-2020;17-03-2020;0;0;0;0;0;0
310;De Bilt;43124;04-03-2020;17-03-2020;12;27,8;2;4,6;0;0
1940;De Fryske Marren;51567;04-03-2020;17-03-2020;6;11,6;1;1,9;0;0
736;De Ronde Venen;44457;04-03-2020;17-03-2020;2;4,5;0;0;0;0
1690;De Wolden;24327;04-03-2020;17-03-2020;1;4,1;0;0;0;0
503;Delft;103659;04-03-2020;17-03-2020;3;2,9;3;2,9;0;0
10;Delfzijl;24666;04-03-2020;17-03-2020;0;0;0;0;0;0
400;Den Helder;56305;04-03-2020;17-03-2020;2;3,6;2;3,6;0;0
762;Deurne;32474;04-03-2020;17-03-2020;13;40;9;27,7;1;3,1
150;Deventer;100718;04-03-2020;17-03-2020;5;5;2;2;0;0
384;Diemen;30781;04-03-2020;17-03-2020;1;3,2;1;3,2;0;0
1774;Dinkelland;26470;04-03-2020;17-03-2020;7;26,4;3;11,3;1;3,8
221;Doesburg;11078;04-03-2020;17-03-2020;1;9;0;0;0;0
222;Doetinchem;58009;04-03-2020;17-03-2020;0;0;1;1,7;0;0
766;Dongen;26226;04-03-2020;17-03-2020;3;11,4;0;0;0;0
505;Dordrecht;119300;04-03-2020;17-03-2020;5;4,2;7;5,9;0;0
498;Drechterland;19717;04-03-2020;17-03-2020;0;0;0;0;0;0
1719;Drimmelen;27274;04-03-2020;17-03-2020;12;44;4;14,7;0;0
303;Dronten;41569;04-03-2020;17-03-2020;7;16,8;2;4,8;0;0
225;Druten;18918;04-03-2020;17-03-2020;5;26,4;3;15,9;0;0
226;Duiven;25124;04-03-2020;17-03-2020;2;8;0;0;0;0
1711;Echt-Susteren;31618;04-03-2020;17-03-2020;10;31,6;9;28,5;3;9,5
385;Edam-Volendam;36201;04-03-2020;17-03-2020;1;2,8;2;5,5;0;0
228;Ede;117166;04-03-2020;17-03-2020;5;4,3;1;0,9;0;0
317;Eemnes;9247;04-03-2020;17-03-2020;1;10,8;0;0;0;0
770;Eersel;19314;04-03-2020;17-03-2020;5;25,9;4;20,7;0;0
1903;Eijsden-Margraten;25753;04-03-2020;17-03-2020;3;11,6;0;0;0;0
772;Eindhoven;234456;04-03-2020;17-03-2020;25;10,7;10;4,3;0;0
230;Elburg;23161;04-03-2020;17-03-2020;1;4,3;1;4,3;0;0
114;Emmen;107055;04-03-2020;17-03-2020;3;2,8;0;0;0;0
388;Enkhuizen;18592;04-03-2020;17-03-2020;1;5,4;1;5,4;0;0
153;Enschede;159734;04-03-2020;17-03-2020;6;3,8;3;1,9;0;0
232;Epe;33186;04-03-2020;17-03-2020;4;12,1;1;3;0;0
233;Ermelo;27005;04-03-2020;17-03-2020;9;33,3;5;18,5;0;0
777;Etten-Leur;43880;04-03-2020;17-03-2020;13;29,6;4;9,1;1;2,3
779;Geertruidenberg;21538;04-03-2020;17-03-2020;7;32,5;3;13,9;0;0
1771;Geldrop-Mierlo;39733;04-03-2020;17-03-2020;3;7,6;1;2,5;1;2,5
1652;Gemert-Bakel;30725;04-03-2020;17-03-2020;34;110,7;25;81,4;2;6,5
907;Gennep;16924;04-03-2020;17-03-2020;3;17,7;2;11,8;1;5,9
784;Gilze en Rijen;26438;04-03-2020;17-03-2020;3;11,3;0;0;0;0
1924;Goeree-Overflakkee;50049;04-03-2020;17-03-2020;9;18;1;2;0;0
664;Goes;38080;04-03-2020;17-03-2020;3;7,9;0;0;0;0
785;Goirle;23906;04-03-2020;17-03-2020;11;46;2;8,4;2;8,4
1942;Gooise Meren;58041;04-03-2020;17-03-2020;7;12,1;1;1,7;0;0
512;Gorinchem;37009;04-03-2020;17-03-2020;0;0;0;0;0;0
513;Gouda;73443;04-03-2020;17-03-2020;8;10,9;2;2,7;0;0
786;Grave;12437;04-03-2020;17-03-2020;3;24,1;1;8;0;0
14;Groningen;232922;04-03-2020;17-03-2020;11;4,7;1;0,4;0;0
1729;Gulpen-Wittem;14176;04-03-2020;17-03-2020;2;14,1;1;7,1;0;0
158;Haaksbergen;24309;04-03-2020;17-03-2020;2;8,2;0;0;0;0
788;Haaren;14371;04-03-2020;17-03-2020;9;62,6;3;20,9;1;7
392;Haarlem;162961;04-03-2020;17-03-2020;9;5,5;4;2,5;0;0
394;Haarlemmermeer;156039;04-03-2020;17-03-2020;7;4,5;3;1,9;1;0,6
1655;Halderberge;30277;04-03-2020;17-03-2020;2;6,6;1;3,3;0;0
160;Hardenberg;60940;04-03-2020;17-03-2020;0;0;2;3,3;0;0
243;Harderwijk;48429;04-03-2020;17-03-2020;4;8,3;4;8,3;1;2,1
523;Hardinxveld-Giessendam;18295;04-03-2020;17-03-2020;2;10,9;0;0;0;0
72;Harlingen;15720;04-03-2020;17-03-2020;1;6,4;0;0;0;0
244;Hattem;12213;04-03-2020;17-03-2020;0;0;0;0;0;0
396;Heemskerk;39188;04-03-2020;17-03-2020;3;7,7;2;5,1;0;0
397;Heemstede;27239;04-03-2020;17-03-2020;6;22;0;0;0;0
246;Heerde;18587;04-03-2020;17-03-2020;4;21,5;7;37,7;0;0
74;Heerenveen;50494;04-03-2020;17-03-2020;0;0;0;0;0;0
398;Heerhugowaard;57592;04-03-2020;17-03-2020;2;3,5;1;1,7;0;0
917;Heerlen;87057;04-03-2020;17-03-2020;14;16,1;13;14,9;2;2,3
1658;Heeze-Leende;16150;04-03-2020;17-03-2020;4;24,8;2;12,4;0;0
399;Heiloo;23974;04-03-2020;17-03-2020;3;12,5;0;0;0;0
163;Hellendoorn;35923;04-03-2020;17-03-2020;2;5,6;0;0;0;0
530;Hellevoetsluis;40158;04-03-2020;17-03-2020;1;2,5;0;0;0;0
794;Helmond;92432;04-03-2020;17-03-2020;17;18,4;12;13;1;1,1
531;Hendrik-Ido-Ambacht;31204;04-03-2020;17-03-2020;0;0;1;3,2;0;0
164;Hengelo;81147;04-03-2020;17-03-2020;4;4,9;1;1,2;0;0
1966;Het Hogeland;47834;04-03-2020;17-03-2020;0;0;0;0;0;0
252;Heumen;16450;04-03-2020;17-03-2020;6;36,5;0;0;0;0
797;Heusden;44699;04-03-2020;17-03-2020;5;11,2;0;0;0;0
534;Hillegom;22208;04-03-2020;17-03-2020;1;4,5;1;4,5;0;0
798;Hilvarenbeek;15514;04-03-2020;17-03-2020;5;32,2;0;0;0;0
402;Hilversum;90883;04-03-2020;17-03-2020;3;3,3;2;2,2;0;0
1963;Hoeksche Waard;87461;04-03-2020;17-03-2020;9;10,3;8;9,1;1;1,1
1735;Hof van Twente;35013;04-03-2020;17-03-2020;3;8,6;1;2,9;0;0
1911;Hollands Kroon;48434;04-03-2020;17-03-2020;1;2,1;2;4,1;0;0
118;Hoogeveen;55697;04-03-2020;17-03-2020;3;5,4;1;1,8;0;0
405;Hoorn;73232;04-03-2020;17-03-2020;4;5,5;3;4,1;0;0
1507;Horst aan de Maas;42433;04-03-2020;17-03-2020;8;18,9;6;14,1;1;2,4
321;Houten;50146;04-03-2020;17-03-2020;7;14;0;0;0;0
406;Huizen;41273;04-03-2020;17-03-2020;2;4,8;0;0;0;0
677;Hulst;27556;04-03-2020;17-03-2020;0;0;0;0;0;0
353;IJsselstein;34110;04-03-2020;17-03-2020;8;23,5;3;8,8;0;0
1884;Kaag en Braassem;27300;04-03-2020;17-03-2020;0;0;0;0;0;0
166;Kampen;54340;04-03-2020;17-03-2020;3;5,5;2;3,7;0;0
678;Kapelle;12691;04-03-2020;17-03-2020;2;15,8;1;7,9;0;0
537;Katwijk;65754;04-03-2020;17-03-2020;1;1,5;1;1,5;0;0
928;Kerkrade;45744;04-03-2020;17-03-2020;4;8,7;2;4,4;0;0
1598;Koggenland;22752;04-03-2020;17-03-2020;2;8,8;0;0;0;0
542;Krimpen aan den IJssel;29533;04-03-2020;17-03-2020;3;10,2;0;0;0;0
1931;Krimpenerwaard;56319;04-03-2020;17-03-2020;4;7,1;2;3,6;0;0
1659;Laarbeek;22530;04-03-2020;17-03-2020;6;26,6;6;26,6;0;0
1685;Landerd;15730;04-03-2020;17-03-2020;16;101,7;7;44,5;1;6,4
882;Landgraaf;37457;04-03-2020;17-03-2020;7;18,7;4;10,7;1;2,7
415;Landsmeer;11492;04-03-2020;17-03-2020;3;26,1;0;0;0;0
416;Langedijk;28157;04-03-2020;17-03-2020;4;14,2;0;0;0;0
1621;Lansingerland;62396;04-03-2020;17-03-2020;10;16;4;6,4;0;0
417;Laren;11274;04-03-2020;17-03-2020;0;0;1;8,9;0;0
80;Leeuwarden;124058;04-03-2020;17-03-2020;5;4;1;0,8;1;0,8
546;Leiden;125174;04-03-2020;17-03-2020;11;8,8;5;4;0;0
547;Leiderdorp;27059;04-03-2020;17-03-2020;2;7,4;1;3,7;0;0
1916;Leidschendam-Voorburg;76553;04-03-2020;17-03-2020;6;7,8;2;2,6;0;0
995;Lelystad;78619;04-03-2020;17-03-2020;10;12,7;8;10,2;0;0
1640;Leudal;35896;04-03-2020;17-03-2020;14;39;9;25,1;0;0
327;Leusden;30399;04-03-2020;17-03-2020;4;13,2;0;0;0;0
1705;Lingewaard;46606;04-03-2020;17-03-2020;5;10,7;1;2,1;0;0
553;Lisse;22957;04-03-2020;17-03-2020;0;0;1;4,4;0;0
262;Lochem;33730;04-03-2020;17-03-2020;1;3;1;3;0;0
809;Loon op Zand;23407;04-03-2020;17-03-2020;7;29,9;2;8,5;0;0
331;Lopik;14471;04-03-2020;17-03-2020;3;20,7;2;13,8;0;0
24;Loppersum;9533;04-03-2020;17-03-2020;0;0;0;0;0;0
168;Losser;22685;04-03-2020;17-03-2020;0;0;0;0;0;0
263;Maasdriel;25034;04-03-2020;17-03-2020;1;4;1;4;0;0
1641;Maasgouw;23960;04-03-2020;17-03-2020;4;16,7;3;12,5;1;4,2
556;Maassluis;33216;04-03-2020;17-03-2020;2;6;1;3;0;0
935;Maastricht;121558;04-03-2020;17-03-2020;40;32,9;14;11,5;2;1,6
420;Medemblik;45104;04-03-2020;17-03-2020;0;0;0;0;0;0
938;Meerssen;18832;04-03-2020;17-03-2020;2;10,6;0;0;0;0
1948;Meierijstad;81197;04-03-2020;17-03-2020;64;78,8;36;44,3;13;16
119;Meppel;33902;04-03-2020;17-03-2020;0;0;1;2,9;0;0
687;Middelburg;48810;04-03-2020;17-03-2020;2;4,1;4;8,2;0;0
1842;Midden-Delfland;19344;04-03-2020;17-03-2020;1;5,2;0;0;0;0
1731;Midden-Drenthe;33182;04-03-2020;17-03-2020;0;0;0;0;0;0
1952;Midden-Groningen;60804;04-03-2020;17-03-2020;2;3,3;0;0;0;0
815;Mill en Sint Hubert;10941;04-03-2020;17-03-2020;1;9,1;1;9,1;0;0
1709;Moerdijk;37136;04-03-2020;17-03-2020;1;2,7;1;2,7;0;0
1978;Molenlanden;43931;04-03-2020;17-03-2020;7;15,9;4;9,1;0;0
1955;Montferland;36009;04-03-2020;17-03-2020;1;2,8;1;2,8;0;0
335;Montfoort;13920;04-03-2020;17-03-2020;0;0;0;0;0;0
944;Mook en Middelaar;7847;04-03-2020;17-03-2020;0;0;0;0;0;0
1740;Neder-Betuwe;24342;04-03-2020;17-03-2020;4;16,4;3;12,3;0;0
946;Nederweert;17022;04-03-2020;17-03-2020;7;41,1;4;23,5;0;0
356;Nieuwegein;63461;04-03-2020;17-03-2020;4;6,3;3;4,7;0;0
569;Nieuwkoop;28809;04-03-2020;17-03-2020;1;3,5;0;0;0;0
267;Nijkerk;43176;04-03-2020;17-03-2020;2;4,6;1;2,3;0;0
268;Nijmegen;177698;04-03-2020;17-03-2020;54;30,4;13;7,3;0;0
1930;Nissewaard;85237;04-03-2020;17-03-2020;7;8,2;7;8,2;0;0
1970;Noardeast-Frysl̢n;45251;04-03-2020;17-03-2020;0;0;1;2,2;0;0
1695;Noord-Beveland;7395;04-03-2020;17-03-2020;1;13,5;0;0;0;0
1699;Noordenveld;31242;04-03-2020;17-03-2020;1;3,2;1;3,2;1;3,2
171;Noordoostpolder;47262;04-03-2020;17-03-2020;2;4,2;0;0;0;0
575;Noordwijk;43528;04-03-2020;17-03-2020;3;6,9;2;4,6;0;0
820;Nuenen, Gerwen en Nederwetten;23379;04-03-2020;17-03-2020;2;8,6;2;8,6;0;0
302;Nunspeet;27845;04-03-2020;17-03-2020;5;18;4;14,4;1;3,6
579;Oegstgeest;24843;04-03-2020;17-03-2020;3;12,1;2;8,1;0;0
823;Oirschot;18723;04-03-2020;17-03-2020;1;5,3;1;5,3;0;0
824;Oisterwijk;26241;04-03-2020;17-03-2020;10;38,1;3;11,4;0;0
1895;Oldambt;38213;04-03-2020;17-03-2020;0;0;0;0;0;0
269;Oldebroek;23645;04-03-2020;17-03-2020;4;16,9;2;8,5;0;0
173;Oldenzaal;31832;04-03-2020;17-03-2020;3;9,4;1;3,1;0;0
1773;Olst-Wijhe;18251;04-03-2020;17-03-2020;0;0;0;0;0;0
175;Ommen;18007;04-03-2020;17-03-2020;3;16,7;1;5,6;0;0
1586;Oost Gelre;29623;04-03-2020;17-03-2020;0;0;1;3,4;0;0
