Datum,LeeftijdGroep,Geslacht,Aantal,AantalCumulatief
2020-06-07,5-9,Vrouw,0,0
2020-06-07,10-14,Vrouw,0,0
2020-06-07,15-19,Vrouw,0,0
2020-06-07,20-24,Vrouw,0,0
2020-06-07,25-29,Vrouw,0,0
2020-06-07,30-34,Vrouw,0,1
2020-06-07,35-39,Vrouw,1,2
2020-06-07,40-44,Vrouw,0,0
2020-06-07,45-49,Vrouw,9,14
2020-06-07,50-54,Vrouw,8,20
2020-06-07,55-59,Vrouw,9,24
2020-06-07,60-64,Vrouw,21,51
2020-06-07,65-69,Vrouw,48,113
2020-06-07,70-74,Vrouw,110,241
2020-06-07,75-79,Vrouw,142,338
2020-06-07,80-84,Vrouw,235,516
2020-06-07,85-89,Vrouw,360,655
2020-06-07,90-94,Vrouw,277,497
2020-06-07,95+,Vrouw,140,224
2020-06-07,0-4,Man,0,0
2020-06-07,5-9,Man,0,0
2020-06-07,10-14,Man,0,0
2020-06-07,15-19,Man,1,1
2020-06-07,20-24,Man,0,0
2020-06-07,25-29,Man,0,3
2020-06-07,30-34,Man,2,3
2020-06-07,35-39,Man,2,5
2020-06-07,40-44,Man,2,5
2020-06-07,45-49,Man,6,9
2020-06-07,50-54,Man,9,27
2020-06-07,55-59,Man,37,75
2020-06-07,60-64,Man,45,111
2020-06-07,65-69,Man,78,216
2020-06-07,70-74,Man,143,379
2020-06-07,75-79,Man,220,653
2020-06-07,80-84,Man,284,734
2020-06-07,85-89,Man,293,703
2020-06-07,90-94,Man,172,318
2020-06-07,95+,Man,45,75
2020-06-13,0-4,Vrouw,0,0
2020-06-13,5-9,Vrouw,0,0
2020-06-13,10-14,Vrouw,0,0
2020-06-13,15-19,Vrouw,0,0
2020-06-13,20-24,Vrouw,0,0
2020-06-13,25-29,Vrouw,0,0
2020-06-13,30-34,Vrouw,0,1
2020-06-13,35-39,Vrouw,0,2
2020-06-13,40-44,Vrouw,0,0
2020-06-13,45-49,Vrouw,0,14
2020-06-13,50-54,Vrouw,0,20
2020-06-13,55-59,Vrouw,0,24
2020-06-13,60-64,Vrouw,1,52
2020-06-13,65-69,Vrouw,1,114
2020-06-13,70-74,Vrouw,2,243
2020-06-13,75-79,Vrouw,3,341
2020-06-13,80-84,Vrouw,6,522
2020-06-13,85-89,Vrouw,6,661
2020-06-13,90-94,Vrouw,7,504
2020-06-13,95+,Vrouw,3,227
2020-06-13,0-4,Man,0,0
2020-06-13,5-9,Man,0,0
2020-06-13,10-14,Man,0,0
2020-06-13,15-19,Man,0,1
2020-06-13,20-24,Man,0,0
2020-06-13,25-29,Man,0,3
2020-06-13,30-34,Man,0,3
2020-06-13,35-39,Man,0,5
2020-06-13,40-44,Man,0,5
2020-06-13,45-49,Man,0,9
2020-06-13,50-54,Man,0,27
2020-06-13,55-59,Man,0,75
2020-06-13,60-64,Man,0,111
2020-06-13,65-69,Man,1,217
2020-06-13,70-74,Man,3,382
2020-06-13,75-79,Man,4,657
2020-06-13,80-84,Man,2,736
2020-06-13,85-89,Man,5,708
2020-06-13,90-94,Man,0,318
2020-06-13,95+,Man,0,75
2020-06-12,0-4,Vrouw,0,0
2020-06-12,5-9,Vrouw,0,0
2020-06-12,10-14,Vrouw,0,0
2020-06-12,15-19,Vrouw,0,0
2020-06-12,20-24,Vrouw,0,0
2020-06-12,25-29,Vrouw,0,0
2020-06-12,30-34,Vrouw,0,1
2020-06-12,35-39,Vrouw,0,2
2020-06-12,40-44,Vrouw,0,0
2020-06-12,45-49,Vrouw,0,14
2020-06-12,50-54,Vrouw,0,20
2020-06-12,55-59,Vrouw,0,24
2020-06-12,60-64,Vrouw,-1,51
2020-06-12,65-69,Vrouw,0,114
2020-06-12,70-74,Vrouw,0,243
2020-06-12,75-79,Vrouw,-1,340
2020-06-12,80-84,Vrouw,0,522
2020-06-12,85-89,Vrouw,0,661
2020-06-12,90-94,Vrouw,0,504
2020-06-12,95+,Vrouw,-2,225
2020-06-12,0-4,Man,0,0
2020-06-12,5-9,Man,0,0
2020-06-12,10-14,Man,0,0
2020-06-12,15-19,Man,0,1
2020-06-12,20-24,Man,0,0
2020-06-12,25-29,Man,0,3
2020-06-12,30-34,Man,0,3
2020-06-12,35-39,Man,0,5
2020-06-12,40-44,Man,0,5
2020-06-12,45-49,Man,0,9
2020-06-12,50-54,Man,0,27
2020-06-12,55-59,Man,0,75
2020-06-12,60-64,Man,0,111
2020-06-12,65-69,Man,0,217
2020-06-12,70-74,Man,0,382
2020-06-12,75-79,Man,0,657
2020-06-12,80-84,Man,0,736
2020-06-12,85-89,Man,0,708
2020-06-12,90-94,Man,0,318
2020-06-12,95+,Man,0,75
2020-06-06,0-4,Vrouw,0,0
2020-06-06,5-9,Vrouw,0,0
2020-06-06,10-14,Vrouw,0,0
2020-06-06,15-19,Vrouw,0,0
2020-06-06,20-24,Vrouw,0,0
2020-06-06,25-29,Vrouw,0,0
2020-06-06,30-34,Vrouw,0,1
2020-06-06,35-39,Vrouw,0,2
2020-06-06,40-44,Vrouw,0,0
2020-06-06,45-49,Vrouw,0,14
2020-06-06,50-54,Vrouw,0,20
2020-06-06,55-59,Vrouw,0,24
2020-06-06,60-64,Vrouw,0,51
2020-06-06,65-69,Vrouw,-1,113
2020-06-06,70-74,Vrouw,-2,241
2020-06-06,75-79,Vrouw,-2,338
2020-06-06,80-84,Vrouw,-6,516
2020-06-06,85-89,Vrouw,-7,654
2020-06-06,90-94,Vrouw,-7,497
2020-06-06,95+,Vrouw,-1,224
2020-06-06,0-4,Man,0,0
2020-06-06,5-9,Man,0,0
2020-06-06,10-14,Man,0,0
2020-06-06,15-19,Man,0,1
2020-06-06,20-24,Man,0,0
2020-06-06,25-29,Man,0,3
2020-06-06,30-34,Man,0,3
2020-06-06,35-39,Man,0,5
2020-06-06,40-44,Man,0,5
2020-06-06,45-49,Man,0,9
2020-06-06,50-54,Man,0,27
2020-06-06,55-59,Man,0,75
2020-06-06,60-64,Man,0,111
2020-06-06,65-69,Man,-1,216
2020-06-06,70-74,Man,-3,379
2020-06-06,75-79,Man,-4,653
2020-06-06,80-84,Man,-2,734
2020-06-06,85-89,Man,-6,702
2020-06-06,90-94,Man,0,318
2020-06-06,95+,Man,0,75
2020-04-17,0-4,Vrouw,0,0
2020-04-17,5-9,Vrouw,0,0
2020-04-17,10-14,Vrouw,0,0
2020-04-17,15-19,Vrouw,0,0
2020-04-17,20-24,Vrouw,0,0
2020-04-17,25-29,Vrouw,0,0
2020-04-17,30-34,Vrouw,0,1
2020-04-17,35-39,Vrouw,-1,1
2020-04-17,40-44,Vrouw,0,0
2020-04-17,45-49,Vrouw,-8,6
2020-04-17,50-54,Vrouw,-8,12
2020-04-17,55-59,Vrouw,-9,15
2020-04-17,60-64,Vrouw,-19,32
2020-04-17,65-69,Vrouw,-46,67
2020-04-17,70-74,Vrouw,-102,139
2020-04-17,75-79,Vrouw,-132,206
2020-04-17,80-84,Vrouw,-216,300
2020-04-17,85-89,Vrouw,-353,301
2020-04-17,90-94,Vrouw,-264,233
2020-04-17,95+,Vrouw,-133,91
2020-04-17,0-4,Man,0,0
2020-04-17,5-9,Man,0,0
2020-04-17,10-14,Man,0,0
2020-04-17,15-19,Man,-1,0
2020-04-17,20-24,Man,0,0
2020-04-17,25-29,Man,0,3
2020-04-17,30-34,Man,-2,1
2020-04-17,35-39,Man,-2,3
2020-04-17,40-44,Man,-1,4
2020-04-17,45-49,Man,-6,3
2020-04-17,50-54,Man,-9,18
2020-04-17,55-59,Man,-37,38
2020-04-17,60-64,Man,-44,67
2020-04-17,65-69,Man,-72,144
2020-04-17,70-74,Man,-137,242
2020-04-17,75-79,Man,-210,443
2020-04-17,80-84,Man,-267,467
2020-04-17,85-89,Man,-273,429
2020-04-17,90-94,Man,-163,155
2020-04-17,95+,Man,-38,37
2020-04-15,0-4,Vrouw,0,0
2020-04-15,5-9,Vrouw,0,0
2020-04-15,10-14,Vrouw,0,0
2020-04-15,15-19,Vrouw,0,0
2020-04-15,20-24,Vrouw,0,0
2020-04-15,25-29,Vrouw,0,0
2020-04-15,30-34,Vrouw,0,1
2020-04-15,35-39,Vrouw,0,1
2020-04-15,40-44,Vrouw,0,0
2020-04-15,45-49,Vrouw,-1,5
2020-04-15,50-54,Vrouw,1,13
2020-04-15,55-59,Vrouw,0,15
2020-04-15,60-64,Vrouw,-4,28
2020-04-15,65-69,Vrouw,-3,64
2020-04-15,70-74,Vrouw,-17,122
2020-04-15,75-79,Vrouw,-25,181
2020-04-15,80-84,Vrouw,-33,267
2020-04-15,85-89,Vrouw,-26,275
2020-04-15,90-94,Vrouw,-38,195
2020-04-15,95+,Vrouw,-16,75
2020-04-15,0-4,Man,0,0
2020-04-15,5-9,Man,0,0
2020-04-15,10-14,Man,0,0
2020-04-15,15-19,Man,0,0
2020-04-15,20-24,Man,0,0
2020-04-15,25-29,Man,0,3
2020-04-15,30-34,Man,0,1
2020-04-15,35-39,Man,-1,2
2020-04-15,40-44,Man,-1,3
2020-04-15,45-49,Man,0,3
2020-04-15,50-54,Man,-3,15
2020-04-15,55-59,Man,-1,37
2020-04-15,60-64,Man,-3,64
2020-04-15,65-69,Man,-12,132
2020-04-15,70-74,Man,-18,224
2020-04-15,75-79,Man,-26,417
2020-04-15,80-84,Man,-37,430
2020-04-15,85-89,Man,-35,394
2020-04-15,90-94,Man,-15,140
2020-04-15,95+,Man,-11,26
2020-04-29,0-4,Vrouw,0,0
2020-04-29,5-9,Vrouw,0,0
2020-04-29,10-14,Vrouw,0,0
2020-04-29,15-19,Vrouw,0,0
2020-04-29,20-24,Vrouw,0,0
2020-04-29,25-29,Vrouw,0,0
2020-04-29,30-34,Vrouw,0,1
2020-04-29,35-39,Vrouw,0,1
2020-04-29,40-44,Vrouw,0,0
2020-04-29,45-49,Vrouw,5,10
2020-04-29,50-54,Vrouw,4,17
2020-04-29,55-59,Vrouw,5,20
2020-04-29,60-64,Vrouw,14,42
2020-04-29,65-69,Vrouw,29,93
2020-04-29,70-74,Vrouw,74,196
2020-04-29,75-79,Vrouw,94,275
2020-04-29,80-84,Vrouw,137,404
2020-04-29,85-89,Vrouw,188,463
2020-04-29,90-94,Vrouw,147,342
2020-04-29,95+,Vrouw,81,156
2020-04-29,0-4,Man,0,0
2020-04-29,5-9,Man,0,0
2020-04-29,10-14,Man,0,0
2020-04-29,15-19,Man,1,1
2020-04-29,20-24,Man,0,0
2020-04-29,25-29,Man,0,3
2020-04-29,30-34,Man,1,2
2020-04-29,35-39,Man,2,4
2020-04-29,40-44,Man,1,4
2020-04-29,45-49,Man,2,5
2020-04-29,50-54,Man,4,19
2020-04-29,55-59,Man,21,58
2020-04-29,60-64,Man,23,87
2020-04-29,65-69,Man,48,180
2020-04-29,70-74,Man,87,311
2020-04-29,75-79,Man,140,557
2020-04-29,80-84,Man,167,597
2020-04-29,85-89,Man,169,563
2020-04-29,90-94,Man,102,242
2020-04-29,95+,Man,31,57
2020-06-10,0-4,Vrouw,0,0
2020-06-10,5-9,Vrouw,0,0
2020-06-10,10-14,Vrouw,0,0
2020-06-10,15-19,Vrouw,0,0
2020-06-10,20-24,Vrouw,0,0
2020-06-10,25-29,Vrouw,0,0
2020-06-10,30-34,Vrouw,0,1
2020-06-10,35-39,Vrouw,1,2
2020-06-10,40-44,Vrouw,0,0
2020-06-10,45-49,Vrouw,4,14
2020-06-10,50-54,Vrouw,3,20
2020-06-10,55-59,Vrouw,4,24
2020-06-10,60-64,Vrouw,9,51
2020-06-10,65-69,Vrouw,21,114
2020-06-10,70-74,Vrouw,47,243
2020-06-10,75-79,Vrouw,64,339
2020-06-10,80-84,Vrouw,116,520
2020-06-10,85-89,Vrouw,197,660
2020-06-10,90-94,Vrouw,160,502
2020-06-10,95+,Vrouw,69,225
2020-06-10,0-4,Man,0,0
2020-06-10,5-9,Man,0,0
2020-06-10,10-14,Man,0,0
2020-06-10,15-19,Man,0,1
2020-06-10,20-24,Man,0,0
2020-06-10,25-29,Man,0,3
2020-06-10,30-34,Man,1,3
2020-06-10,35-39,Man,1,5
2020-06-10,40-44,Man,1,5
2020-06-10,45-49,Man,4,9
2020-06-10,50-54,Man,8,27
2020-06-10,55-59,Man,17,75
2020-06-10,60-64,Man,24,111
2020-06-10,65-69,Man,37,217
2020-06-10,70-74,Man,70,381
2020-06-10,75-79,Man,99,656
2020-06-10,80-84,Man,138,735
2020-06-10,85-89,Man,143,706
2020-06-10,90-94,Man,76,318
2020-06-10,95+,Man,18,75
2020-06-04,0-4,Vrouw,0,0
2020-06-04,5-9,Vrouw,0,0
2020-06-04,10-14,Vrouw,0,0
2020-06-04,15-19,Vrouw,0,0
2020-06-04,20-24,Vrouw,0,0
2020-06-04,25-29,Vrouw,0,0
2020-06-04,30-34,Vrouw,0,1
2020-06-04,35-39,Vrouw,0,2
2020-06-04,40-44,Vrouw,0,0
2020-06-04,45-49,Vrouw,0,14
2020-06-04,50-54,Vrouw,0,20
2020-06-04,55-59,Vrouw,0,24
2020-06-04,60-64,Vrouw,0,51
2020-06-04,65-69,Vrouw,-2,112
2020-06-04,70-74,Vrouw,-3,240
2020-06-04,75-79,Vrouw,-1,338
2020-06-04,80-84,Vrouw,-4,516
2020-06-04,85-89,Vrouw,-11,649
2020-06-04,90-94,Vrouw,-9,493
2020-06-04,95+,Vrouw,-2,223
2020-06-04,0-4,Man,0,0
2020-06-04,5-9,Man,0,0
2020-06-04,10-14,Man,0,0
2020-06-04,15-19,Man,0,1
2020-06-04,20-24,Man,0,0
2020-06-04,25-29,Man,0,3
2020-06-04,30-34,Man,0,3
2020-06-04,35-39,Man,0,5
2020-06-04,40-44,Man,0,5
2020-06-04,45-49,Man,0,9
2020-06-04,50-54,Man,0,27
2020-06-04,55-59,Man,0,75
2020-06-04,60-64,Man,0,111
2020-06-04,65-69,Man,-2,215
2020-06-04,70-74,Man,-3,378
2020-06-04,75-79,Man,-4,652
2020-06-04,80-84,Man,-2,733
2020-06-04,85-89,Man,-6,700
2020-06-04,90-94,Man,-3,315
2020-06-04,95+,Man,0,75
2020-06-05,0-4,Vrouw,0,0
2020-06-05,5-9,Vrouw,0,0
2020-06-05,10-14,Vrouw,0,0
2020-06-05,15-19,Vrouw,0,0
2020-06-05,20-24,Vrouw,0,0
2020-06-05,25-29,Vrouw,0,0
2020-06-05,30-34,Vrouw,0,1
2020-06-05,35-39,Vrouw,0,2
2020-06-05,40-44,Vrouw,0,0
2020-06-05,45-49,Vrouw,0,14
2020-06-05,50-54,Vrouw,0,20
2020-06-05,55-59,Vrouw,0,24
2020-06-05,60-64,Vrouw,0,51
2020-06-05,65-69,Vrouw,0,112
2020-06-05,70-74,Vrouw,1,241
2020-06-05,75-79,Vrouw,0,338
2020-06-05,80-84,Vrouw,0,516
2020-06-05,85-89,Vrouw,4,653
2020-06-05,90-94,Vrouw,4,497
2020-06-05,95+,Vrouw,0,223
2020-06-05,0-4,Man,0,0
2020-06-05,5-9,Man,0,0
2020-06-05,10-14,Man,0,0
2020-06-05,15-19,Man,0,1
2020-06-05,20-24,Man,0,0
2020-06-05,25-29,Man,0,3
2020-06-05,30-34,Man,0,3
2020-06-05,35-39,Man,0,5
2020-06-05,40-44,Man,0,5
2020-06-05,45-49,Man,0,9
2020-06-05,50-54,Man,0,27
2020-06-05,55-59,Man,0,75
2020-06-05,60-64,Man,0,111
2020-06-05,65-69,Man,0,215
2020-06-05,70-74,Man,1,379
2020-06-05,75-79,Man,1,653
2020-06-05,80-84,Man,0,733
2020-06-05,85-89,Man,1,701
2020-06-05,90-94,Man,3,318
2020-06-05,95+,Man,0,75
2020-06-11,0-4,Vrouw,0,0
2020-06-11,5-9,Vrouw,0,0
2020-06-11,10-14,Vrouw,0,0
2020-06-11,15-19,Vrouw,0,0
2020-06-11,20-24,Vrouw,0,0
2020-06-11,25-29,Vrouw,0,0
2020-06-11,30-34,Vrouw,0,1
2020-06-11,35-39,Vrouw,0,2
2020-06-11,40-44,Vrouw,0,0
2020-06-11,45-49,Vrouw,0,14
2020-06-11,50-54,Vrouw,0,20
2020-06-11,55-59,Vrouw,0,24
2020-06-11,60-64,Vrouw,0,51
2020-06-11,65-69,Vrouw,2,114
2020-06-11,70-74,Vrouw,2,243
2020-06-11,75-79,Vrouw,1,339
2020-06-11,80-84,Vrouw,4,520
2020-06-11,85-89,Vrouw,7,660
2020-06-11,90-94,Vrouw,7,504
2020-06-11,95+,Vrouw,2,225
2020-06-11,0-4,Man,0,0
2020-06-11,5-9,Man,0,0
2020-06-11,10-14,Man,0,0
2020-06-11,15-19,Man,0,1
2020-06-11,20-24,Man,0,0
2020-06-11,25-29,Man,0,3
2020-06-11,30-34,Man,0,3
2020-06-11,35-39,Man,0,5
2020-06-11,40-44,Man,0,5
2020-06-11,45-49,Man,0,9
2020-06-11,50-54,Man,0,27
2020-06-11,55-59,Man,0,75
2020-06-11,60-64,Man,0,111
2020-06-11,65-69,Man,2,217
2020-06-11,70-74,Man,2,381
2020-06-11,75-79,Man,3,656
2020-06-11,80-84,Man,2,735
2020-06-11,85-89,Man,5,706
2020-06-11,90-94,Man,0,318
2020-06-11,95+,Man,0,75
2020-04-28,0-4,Vrouw,0,0
2020-04-28,5-9,Vrouw,0,0
2020-04-28,10-14,Vrouw,0,0
2020-04-28,15-19,Vrouw,0,0
2020-04-28,20-24,Vrouw,0,0
2020-04-28,25-29,Vrouw,0,0
2020-04-28,30-34,Vrouw,0,1
2020-04-28,35-39,Vrouw,-1,1
2020-04-28,40-44,Vrouw,0,0
2020-04-28,45-49,Vrouw,-4,10
2020-04-28,50-54,Vrouw,-3,17
2020-04-28,55-59,Vrouw,-5,19
2020-04-28,60-64,Vrouw,-13,38
2020-04-28,65-69,Vrouw,-23,91
2020-04-28,70-74,Vrouw,-56,187
2020-04-28,75-79,Vrouw,-69,270
2020-04-28,80-84,Vrouw,-128,392
2020-04-28,85-89,Vrouw,-213,447
2020-04-28,90-94,Vrouw,-175,329
2020-04-28,95+,Vrouw,-82,143
2020-04-28,0-4,Man,0,0
2020-04-28,5-9,Man,0,0
2020-04-28,10-14,Man,0,0
2020-04-28,15-19,Man,0,1
2020-04-28,20-24,Man,0,0
2020-04-28,25-29,Man,0,3
2020-04-28,30-34,Man,-1,2
2020-04-28,35-39,Man,-1,4
2020-04-28,40-44,Man,-1,4
2020-04-28,45-49,Man,-4,5
2020-04-28,50-54,Man,-8,19
2020-04-28,55-59,Man,-18,57
2020-04-28,60-64,Man,-25,86
2020-04-28,65-69,Man,-44,173
2020-04-28,70-74,Man,-77,304
2020-04-28,75-79,Man,-109,547
2020-04-28,80-84,Man,-157,578
2020-04-28,85-89,Man,-157,549
2020-04-28,90-94,Man,-84,234
2020-04-28,95+,Man,-21,54
2020-04-14,0-4,Vrouw,0,0
2020-04-14,5-9,Vrouw,0,0
2020-04-14,10-14,Vrouw,0,0
2020-04-14,15-19,Vrouw,0,0
2020-04-14,20-24,Vrouw,0,0
2020-04-14,25-29,Vrouw,0,0
2020-04-14,30-34,Vrouw,0,1
2020-04-14,35-39,Vrouw,0,1
2020-04-14,40-44,Vrouw,0,0
2020-04-14,45-49,Vrouw,-5,5
2020-04-14,50-54,Vrouw,-4,13
2020-04-14,55-59,Vrouw,-5,14
2020-04-14,60-64,Vrouw,-11,27
2020-04-14,65-69,Vrouw,-30,61
2020-04-14,70-74,Vrouw,-80,107
2020-04-14,75-79,Vrouw,-98,172
2020-04-14,80-84,Vrouw,-140,252
2020-04-14,85-89,Vrouw,-188,259
2020-04-14,90-94,Vrouw,-147,182
2020-04-14,95+,Vrouw,-74,69
2020-04-14,0-4,Man,0,0
2020-04-14,5-9,Man,0,0
2020-04-14,10-14,Man,0,0
2020-04-14,15-19,Man,-1,0
2020-04-14,20-24,Man,0,0
2020-04-14,25-29,Man,0,3
2020-04-14,30-34,Man,-1,1
2020-04-14,35-39,Man,-2,2
2020-04-14,40-44,Man,-1,3
2020-04-14,45-49,Man,-3,2
2020-04-14,50-54,Man,-5,14
2020-04-14,55-59,Man,-26,31
2020-04-14,60-64,Man,-27,59
2020-04-14,65-69,Man,-46,127
2020-04-14,70-74,Man,-88,216
2020-04-14,75-79,Man,-158,389
2020-04-14,80-84,Man,-169,409
2020-04-14,85-89,Man,-178,371
2020-04-14,90-94,Man,-104,130
2020-04-14,95+,Man,-30,24
2020-04-10,0-4,Vrouw,0,0
2020-04-10,5-9,Vrouw,0,0
2020-04-10,10-14,Vrouw,0,0
2020-04-10,15-19,Vrouw,0,0
2020-04-10,20-24,Vrouw,0,0
2020-04-10,25-29,Vrouw,0,0
2020-04-10,30-34,Vrouw,0,1
2020-04-10,35-39,Vrouw,0,1
2020-04-10,40-44,Vrouw,0,0
2020-04-10,45-49,Vrouw,0,5
2020-04-10,50-54,Vrouw,-3,10
2020-04-10,55-59,Vrouw,-2,12
2020-04-10,60-64,Vrouw,-6,21
2020-04-10,65-69,Vrouw,-7,54
2020-04-10,70-74,Vrouw,-13,94
2020-04-10,75-79,Vrouw,-26,146
2020-04-10,80-84,Vrouw,-35,217
2020-04-10,85-89,Vrouw,-42,217
2020-04-10,90-94,Vrouw,-33,149
2020-04-10,95+,Vrouw,-15,54
2020-04-10,0-4,Man,0,0
2020-04-10,5-9,Man,0,0
2020-04-10,10-14,Man,0,0
2020-04-10,15-19,Man,0,0
2020-04-10,20-24,Man,0,0
2020-04-10,25-29,Man,-1,2
2020-04-10,30-34,Man,0,1
2020-04-10,35-39,Man,-1,1
2020-04-10,40-44,Man,-1,2
2020-04-10,45-49,Man,0,2
2020-04-10,50-54,Man,-5,9
2020-04-10,55-59,Man,-6,25
2020-04-10,60-64,Man,-9,50
2020-04-10,65-69,Man,-21,106
2020-04-10,70-74,Man,-41,175
2020-04-10,75-79,Man,-58,331
2020-04-10,80-84,Man,-37,372
2020-04-10,85-89,Man,-47,324
2020-04-10,90-94,Man,-21,109
2020-04-10,95+,Man,-5,19
2020-06-15,0-4,Vrouw,0,0
2020-06-15,5-9,Vrouw,0,0
2020-06-15,10-14,Vrouw,0,0
2020-06-15,15-19,Vrouw,0,0
2020-06-15,20-24,Vrouw,0,0
2020-06-15,25-29,Vrouw,0,0
2020-06-15,30-34,Vrouw,0,1
2020-06-15,35-39,Vrouw,1,2
2020-06-15,40-44,Vrouw,0,0
2020-06-15,45-49,Vrouw,9,14
2020-06-15,50-54,Vrouw,10,20
2020-06-15,55-59,Vrouw,12,24
2020-06-15,60-64,Vrouw,31,52
2020-06-15,65-69,Vrouw,60,114
2020-06-15,70-74,Vrouw,149,243
2020-06-15,75-79,Vrouw,196,342
2020-06-15,80-84,Vrouw,305,522
2020-06-15,85-89,Vrouw,445,662
2020-06-15,90-94,Vrouw,355,504
2020-06-15,95+,Vrouw,174,228
2020-06-15,0-4,Man,0,0
2020-06-15,5-9,Man,0,0
2020-06-15,10-14,Man,0,0
2020-06-15,15-19,Man,1,1
2020-06-15,20-24,Man,0,0
2020-06-15,25-29,Man,1,3
2020-06-15,30-34,Man,2,3
2020-06-15,35-39,Man,4,5
2020-06-15,40-44,Man,3,5
2020-06-15,45-49,Man,7,9
2020-06-15,50-54,Man,18,27
2020-06-15,55-59,Man,50,75
2020-06-15,60-64,Man,62,112
2020-06-15,65-69,Man,111,217
2020-06-15,70-74,Man,207,382
2020-06-15,75-79,Man,327,658
2020-06-15,80-84,Man,366,738
2020-06-15,85-89,Man,385,709
2020-06-15,90-94,Man,209,318
2020-06-15,95+,Man,56,75
2020-06-01,0-4,Vrouw,0,0
2020-06-01,5-9,Vrouw,0,0
2020-06-01,10-14,Vrouw,0,0
2020-06-01,15-19,Vrouw,0,0
2020-06-01,20-24,Vrouw,0,0
2020-06-01,25-29,Vrouw,0,0
2020-06-01,30-34,Vrouw,0,1
2020-06-01,35-39,Vrouw,0,2
2020-06-01,40-44,Vrouw,0,0
2020-06-01,45-49,Vrouw,0,14
2020-06-01,50-54,Vrouw,-1,19
2020-06-01,55-59,Vrouw,0,24
2020-06-01,60-64,Vrouw,-1,51
2020-06-01,65-69,Vrouw,-2,112
2020-06-01,70-74,Vrouw,-4,239
2020-06-01,75-79,Vrouw,-4,338
2020-06-01,80-84,Vrouw,-9,513
2020-06-01,85-89,Vrouw,-16,646
2020-06-01,90-94,Vrouw,-13,491
2020-06-01,95+,Vrouw,-6,222
2020-06-01,0-4,Man,0,0
2020-06-01,5-9,Man,0,0
2020-06-01,10-14,Man,0,0
2020-06-01,15-19,Man,0,1
2020-06-01,20-24,Man,0,0
2020-06-01,25-29,Man,0,3
2020-06-01,30-34,Man,0,3
2020-06-01,35-39,Man,0,5
2020-06-01,40-44,Man,0,5
2020-06-01,45-49,Man,0,9
2020-06-01,50-54,Man,-1,26
2020-06-01,55-59,Man,-2,73
2020-06-01,60-64,Man,-2,110
2020-06-01,65-69,Man,-3,214
2020-06-01,70-74,Man,-4,378
2020-06-01,75-79,Man,-9,649
2020-06-01,80-84,Man,-10,728
2020-06-01,85-89,Man,-13,696
2020-06-01,90-94,Man,-8,310
2020-06-01,95+,Man,-1,74
2020-06-14,0-4,Vrouw,0,0
2020-06-14,5-9,Vrouw,0,0
2020-06-14,10-14,Vrouw,0,0
2020-06-14,15-19,Vrouw,0,0
2020-06-14,20-24,Vrouw,0,0
2020-06-14,25-29,Vrouw,0,0
2020-06-14,30-34,Vrouw,0,1
2020-06-14,35-39,Vrouw,0,2
2020-06-14,40-44,Vrouw,0,0
2020-06-14,45-49,Vrouw,0,14
2020-06-14,50-54,Vrouw,1,20
2020-06-14,55-59,Vrouw,0,24
2020-06-14,60-64,Vrouw,1,52
2020-06-14,65-69,Vrouw,2,114
2020-06-14,70-74,Vrouw,4,243
2020-06-14,75-79,Vrouw,3,341
2020-06-14,80-84,Vrouw,9,522
2020-06-14,85-89,Vrouw,15,661
2020-06-14,90-94,Vrouw,13,504
2020-06-14,95+,Vrouw,5,227
2020-06-14,0-4,Man,0,0
2020-06-14,5-9,Man,0,0
2020-06-14,10-14,Man,0,0
2020-06-14,15-19,Man,0,1
2020-06-14,20-24,Man,0,0
2020-06-14,25-29,Man,0,3
2020-06-14,30-34,Man,0,3
2020-06-14,35-39,Man,0,5
2020-06-14,40-44,Man,0,5
2020-06-14,45-49,Man,0,9
2020-06-14,50-54,Man,1,27
2020-06-14,55-59,Man,2,75
2020-06-14,60-64,Man,1,111
2020-06-14,65-69,Man,3,217
2020-06-14,70-74,Man,4,382
2020-06-14,75-79,Man,9,658
2020-06-14,80-84,Man,8,736
2020-06-14,85-89,Man,13,709
2020-06-14,90-94,Man,8,318
2020-06-14,95+,Man,1,75
2020-04-11,0-4,Vrouw,0,0
2020-04-11,5-9,Vrouw,0,0
2020-04-11,10-14,Vrouw,0,0
2020-04-11,15-19,Vrouw,0,0
2020-04-11,20-24,Vrouw,0,0
2020-04-11,25-29,Vrouw,0,0
2020-04-11,30-34,Vrouw,0,1
2020-04-11,35-39,Vrouw,-1,1
2020-04-11,40-44,Vrouw,0,0
2020-04-11,45-49,Vrouw,-9,5
2020-04-11,50-54,Vrouw,-10,10
2020-04-11,55-59,Vrouw,-12,12
2020-04-11,60-64,Vrouw,-31,21
2020-04-11,65-69,Vrouw,-57,57
2020-04-11,70-74,Vrouw,-148,95
2020-04-11,75-79,Vrouw,-185,156
2020-04-11,80-84,Vrouw,-296,226
2020-04-11,85-89,Vrouw,-427,234
2020-04-11,90-94,Vrouw,-339,165
2020-04-11,95+,Vrouw,-166,61
2020-04-11,0-4,Man,0,0
2020-04-11,5-9,Man,0,0
2020-04-11,10-14,Man,0,0
2020-04-11,15-19,Man,-1,0
2020-04-11,20-24,Man,0,0
2020-04-11,25-29,Man,-1,2
2020-04-11,30-34,Man,-2,1
2020-04-11,35-39,Man,-4,1
