Datum,Gemeentenaam,Gemeentecode,Provincienaam,Aantal
2020-03-28,Tytsjerksteradiel,737,Friesland,4
2020-03-28,Asten,743,Noord-Brabant,10
2020-03-28,Baarle-Nassau,744,Noord-Brabant,2
2020-03-28,Bergen op Zoom,748,Noord-Brabant,17
2020-03-28,Best,753,Noord-Brabant,23
2020-03-28,Boekel,755,Noord-Brabant,53
2020-03-28,Boxmeer,756,Noord-Brabant,17
2020-03-28,Boxtel,757,Noord-Brabant,24
2020-03-28,Breda,758,Noord-Brabant,227
2020-03-28,Deurne,762,Noord-Brabant,46
2020-03-28,Pekela,765,Groningen,2
2020-03-28,Dongen,766,Noord-Brabant,12
2020-03-28,Eersel,770,Noord-Brabant,17
2020-03-28,Eindhoven,772,Noord-Brabant,128
2020-03-28,Etten-Leur,777,Noord-Brabant,50
2020-03-28,Geertruidenberg,779,Noord-Brabant,12
2020-03-28,Gilze en Rijen,784,Noord-Brabant,25
2020-03-28,Goirle,785,Noord-Brabant,26
2020-03-28,Grave,786,Noord-Brabant,19
2020-03-28,Haaren,788,Noord-Brabant,21
2020-03-28,Helmond,794,Noord-Brabant,91
2020-03-28,'s-Hertogenbosch,796,Noord-Brabant,117
2020-03-28,Heusden,797,Noord-Brabant,39
2020-03-28,Hilvarenbeek,798,Noord-Brabant,12
2020-03-28,Loon op Zand,809,Noord-Brabant,29
2020-03-28,Mill en Sint Hubert,815,Noord-Brabant,9
2020-03-28,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,13
2020-03-28,Oirschot,823,Noord-Brabant,11
2020-03-28,Oisterwijk,824,Noord-Brabant,24
2020-03-28,Oosterhout,826,Noord-Brabant,36
2020-03-28,Oss,828,Noord-Brabant,141
2020-03-28,Rucphen,840,Noord-Brabant,10
2020-03-28,Sint-Michielsgestel,845,Noord-Brabant,29
2020-03-28,Someren,847,Noord-Brabant,22
2020-03-28,Son en Breugel,848,Noord-Brabant,22
2020-03-28,Steenbergen,851,Noord-Brabant,14
2020-03-28,Waterland,852,Noord-Holland,11
2020-03-28,Tilburg,855,Noord-Brabant,284
2020-03-28,Uden,856,Noord-Brabant,130
2020-03-28,Valkenswaard,858,Noord-Brabant,26
2020-03-28,Veldhoven,861,Noord-Brabant,24
2020-03-28,Vught,865,Noord-Brabant,31
2020-03-28,Waalre,866,Noord-Brabant,6
2020-03-28,Waalwijk,867,Noord-Brabant,54
2020-03-28,Woensdrecht,873,Noord-Brabant,6
2020-03-28,Zundert,879,Noord-Brabant,23
2020-03-28,Wormerland,880,Noord-Holland,7
2020-03-28,Landgraaf,882,Limburg,29
2020-03-28,Beek,888,Limburg,14
2020-03-28,Beesel,889,Limburg,13
2020-03-28,Bergen (L.),893,Limburg,2
2020-03-28,Brunssum,899,Limburg,25
2020-03-28,Gennep,907,Limburg,14
2020-03-28,Heerlen,917,Limburg,75
2020-03-28,Kerkrade,928,Limburg,32
2020-03-28,Maastricht,935,Limburg,162
2020-03-28,Meerssen,938,Limburg,10
2020-03-28,Mook en Middelaar,944,Limburg,8
2020-03-28,Nederweert,946,Limburg,24
2020-03-28,Roermond,957,Limburg,32
2020-03-28,Simpelveld,965,Limburg,11
2020-03-28,Stein,971,Limburg,31
2020-03-28,Vaals,981,Limburg,6
2020-03-28,Venlo,983,Limburg,71
2020-03-28,Venray,984,Limburg,26
2020-03-28,Voerendaal,986,Limburg,8
2020-03-28,Weert,988,Limburg,36
2020-03-28,Valkenburg aan de Geul,994,Limburg,12
2020-03-28,Lelystad,995,Flevoland,31
2020-03-28,Horst aan de Maas,1507,Limburg,27
2020-03-28,Oude IJsselstreek,1509,Gelderland,7
2020-03-28,Teylingen,1525,Zuid-Holland,11
2020-03-28,Utrechtse Heuvelrug,1581,Utrecht,25
2020-03-28,Oost Gelre,1586,Gelderland,8
2020-03-28,Koggenland,1598,Noord-Holland,9
2020-03-28,Lansingerland,1621,Zuid-Holland,45
2020-03-28,Leudal,1640,Limburg,41
2020-03-28,Maasgouw,1641,Limburg,13
2020-03-28,Gemert-Bakel,1652,Noord-Brabant,82
2020-03-28,Halderberge,1655,Noord-Brabant,12
2020-03-28,Heeze-Leende,1658,Noord-Brabant,12
2020-03-28,Laarbeek,1659,Noord-Brabant,39
2020-03-28,Reusel-De Mierden,1667,Noord-Brabant,5
2020-03-28,Roerdalen,1669,Limburg,14
2020-03-28,Roosendaal,1674,Noord-Brabant,25
2020-03-28,Schouwen-Duiveland,1676,Zeeland,9
2020-03-28,Aa en Hunze,1680,Drenthe,4
2020-03-28,Borger-Odoorn,1681,Drenthe,1
2020-03-28,Cuijk,1684,Noord-Brabant,10
2020-03-28,Landerd,1685,Noord-Brabant,44
2020-03-28,De Wolden,1690,Drenthe,7
2020-03-28,Noord-Beveland,1695,Zeeland,2
2020-03-28,Wijdemeren,1696,Noord-Holland,5
2020-03-28,Noordenveld,1699,Drenthe,3
2020-03-28,Twenterand,1700,Overijssel,5
2020-03-28,Westerveld,1701,Drenthe,4
2020-03-28,Sint Anthonis,1702,Noord-Brabant,21
2020-03-28,Lingewaard,1705,Gelderland,25
2020-03-28,Cranendonck,1706,Noord-Brabant,42
2020-03-28,Steenwijkerland,1708,Overijssel,8
2020-03-28,Moerdijk,1709,Noord-Brabant,10
2020-03-28,Echt-Susteren,1711,Limburg,28
2020-03-28,Sluis,1714,Zeeland,6
2020-03-28,Drimmelen,1719,Noord-Brabant,26
2020-03-28,Bernheze,1721,Noord-Brabant,95
2020-03-28,Alphen-Chaam,1723,Noord-Brabant,21
2020-03-28,Bergeijk,1724,Noord-Brabant,14
2020-03-28,Bladel,1728,Noord-Brabant,18
2020-03-28,Gulpen-Wittem,1729,Limburg,8
2020-03-28,Tynaarlo,1730,Drenthe,16
2020-03-28,Midden-Drenthe,1731,Drenthe,4
2020-03-28,Overbetuwe,1734,Gelderland,54
2020-03-28,Hof van Twente,1735,Overijssel,17
2020-03-28,Neder-Betuwe,1740,Gelderland,20
2020-03-28,Rijssen-Holten,1742,Overijssel,17
2020-03-28,Geldrop-Mierlo,1771,Noord-Brabant,22
2020-03-28,Olst-Wijhe,1773,Overijssel,6
2020-03-28,Dinkelland,1774,Overijssel,30
2020-03-28,Westland,1783,Zuid-Holland,45
2020-03-28,Midden-Delfland,1842,Zuid-Holland,4
2020-03-28,Berkelland,1859,Gelderland,2
2020-03-28,Bronckhorst,1876,Gelderland,9
2020-03-28,Sittard-Geleen,1883,Limburg,102
2020-03-28,Kaag en Braassem,1884,Zuid-Holland,6
2020-03-28,Dantumadiel,1891,Friesland,1
2020-03-28,Zuidplas,1892,Zuid-Holland,15
2020-03-28,Peel en Maas,1894,Limburg,119
2020-03-28,Oldambt,1895,Groningen,2
2020-03-28,Zwartewaterland,1896,Overijssel,38
2020-03-28,Súdwest-Fryslân,1900,Friesland,19
2020-03-28,Bodegraven-Reeuwijk,1901,Zuid-Holland,10
2020-03-28,Eijsden-Margraten,1903,Limburg,43
2020-03-28,Stichtse Vecht,1904,Utrecht,31
2020-03-28,Hollands Kroon,1911,Noord-Holland,18
2020-03-28,Leidschendam-Voorburg,1916,Zuid-Holland,21
2020-03-28,Goeree-Overflakkee,1924,Zuid-Holland,92
2020-03-28,Pijnacker-Nootdorp,1926,Zuid-Holland,24
2020-03-28,Nissewaard,1930,Zuid-Holland,37
2020-03-28,Krimpenerwaard,1931,Zuid-Holland,30
2020-03-28,De Fryske Marren,1940,Friesland,17
2020-03-28,Gooise Meren,1942,Noord-Holland,25
2020-03-28,Berg en Dal,1945,Gelderland,53
2020-03-28,Meierijstad,1948,Noord-Brabant,207
2020-03-28,Waadhoeke,1949,Friesland,3
2020-03-28,Westerwolde,1950,Groningen,3
2020-03-28,Midden-Groningen,1952,Groningen,6
2020-03-28,Beekdaelen,1954,Limburg,37
2020-03-28,Montferland,1955,Gelderland,6
2020-03-28,Altena,1959,Noord-Brabant,41
2020-03-28,West Betuwe,1960,Gelderland,34
2020-03-28,Vijfheerenlanden,1961,Utrecht,27
2020-03-28,Hoeksche Waard,1963,Zuid-Holland,55
2020-03-28,Het Hogeland,1966,Groningen,7
2020-03-28,Westerkwartier,1969,Groningen,16
2020-03-28,Noardeast-Fryslân,1970,Friesland,4
2020-03-28,Molenlanden,1978,Zuid-Holland,18
2020-03-29,,-1,,305
2020-03-29,Appingedam,3,Groningen,1
2020-03-29,Delfzijl,10,Groningen,7
2020-03-29,Groningen,14,Groningen,87
2020-03-29,Loppersum,24,Groningen,1
2020-03-29,Almere,34,Flevoland,57
2020-03-29,Stadskanaal,37,Groningen,1
2020-03-29,Veendam,47,Groningen,2
2020-03-29,Zeewolde,50,Flevoland,8
2020-03-29,Achtkarspelen,59,Friesland,2
2020-03-29,Harlingen,72,Friesland,4
2020-03-29,Heerenveen,74,Friesland,8
2020-03-29,Leeuwarden,80,Friesland,23
2020-03-29,Ooststellingwerf,85,Friesland,1
2020-03-29,Opsterland,86,Friesland,7
2020-03-29,Smallingerland,90,Friesland,8
2020-03-29,Weststellingwerf,98,Friesland,3
2020-03-29,Assen,106,Drenthe,12
2020-03-29,Coevorden,109,Drenthe,20
2020-03-29,Emmen,114,Drenthe,14
2020-03-29,Hoogeveen,118,Drenthe,12
2020-03-29,Meppel,119,Drenthe,8
2020-03-29,Almelo,141,Overijssel,19
2020-03-29,Borne,147,Overijssel,19
2020-03-29,Dalfsen,148,Overijssel,16
2020-03-29,Deventer,150,Overijssel,46
2020-03-29,Enschede,153,Overijssel,55
2020-03-29,Haaksbergen,158,Overijssel,10
2020-03-29,Hardenberg,160,Overijssel,20
2020-03-29,Hellendoorn,163,Overijssel,12
2020-03-29,Hengelo,164,Overijssel,32
2020-03-29,Kampen,166,Overijssel,62
2020-03-29,Losser,168,Overijssel,3
2020-03-29,Noordoostpolder,171,Flevoland,11
2020-03-29,Oldenzaal,173,Overijssel,19
2020-03-29,Ommen,175,Overijssel,10
2020-03-29,Raalte,177,Overijssel,17
2020-03-29,Staphorst,180,Overijssel,5
2020-03-29,Tubbergen,183,Overijssel,13
2020-03-29,Urk,184,Flevoland,14
2020-03-29,Wierden,189,Overijssel,9
2020-03-29,Zwolle,193,Overijssel,79
2020-03-29,Aalten,197,Gelderland,5
2020-03-29,Apeldoorn,200,Gelderland,53
2020-03-29,Arnhem,202,Gelderland,59
2020-03-29,Barneveld,203,Gelderland,20
2020-03-29,Beuningen,209,Gelderland,23
2020-03-29,Brummen,213,Gelderland,8
2020-03-29,Buren,214,Gelderland,8
2020-03-29,Culemborg,216,Gelderland,18
2020-03-29,Doesburg,221,Gelderland,6
2020-03-29,Doetinchem,222,Gelderland,23
2020-03-29,Druten,225,Gelderland,16
2020-03-29,Duiven,226,Gelderland,6
2020-03-29,Ede,228,Gelderland,49
2020-03-29,Elburg,230,Gelderland,16
2020-03-29,Epe,232,Gelderland,29
2020-03-29,Ermelo,233,Gelderland,20
2020-03-29,Harderwijk,243,Gelderland,22
2020-03-29,Hattem,244,Gelderland,10
2020-03-29,Heerde,246,Gelderland,34
2020-03-29,Heumen,252,Gelderland,19
2020-03-29,Lochem,262,Gelderland,14
2020-03-29,Maasdriel,263,Gelderland,11
2020-03-29,Nijkerk,267,Gelderland,18
2020-03-29,Nijmegen,268,Gelderland,178
2020-03-29,Oldebroek,269,Gelderland,28
2020-03-29,Putten,273,Gelderland,6
2020-03-29,Renkum,274,Gelderland,19
2020-03-29,Rheden,275,Gelderland,34
2020-03-29,Rozendaal,277,Gelderland,2
2020-03-29,Scherpenzeel,279,Gelderland,4
2020-03-29,Tiel,281,Gelderland,29
2020-03-29,Voorst,285,Gelderland,18
2020-03-29,Wageningen,289,Gelderland,8
2020-03-29,Westervoort,293,Gelderland,4
2020-03-29,Winterswijk,294,Gelderland,4
2020-03-29,Wijchen,296,Gelderland,38
2020-03-29,Zaltbommel,297,Gelderland,16
2020-03-29,Zevenaar,299,Gelderland,20
2020-03-29,Zutphen,301,Gelderland,15
2020-03-29,Nunspeet,302,Gelderland,45
2020-03-29,Dronten,303,Flevoland,13
2020-03-29,Amersfoort,307,Utrecht,68
2020-03-29,Baarn,308,Utrecht,7
2020-03-29,De Bilt,310,Utrecht,39
2020-03-29,Bunnik,312,Utrecht,10
2020-03-29,Bunschoten,313,Utrecht,4
2020-03-29,Eemnes,317,Utrecht,1
2020-03-29,Houten,321,Utrecht,56
2020-03-29,Leusden,327,Utrecht,19
2020-03-29,Lopik,331,Utrecht,17
2020-03-29,Montfoort,335,Utrecht,14
2020-03-29,Renswoude,339,Utrecht,1
2020-03-29,Rhenen,340,Utrecht,6
2020-03-29,Soest,342,Utrecht,29
2020-03-29,Utrecht,344,Utrecht,290
2020-03-29,Veenendaal,345,Utrecht,15
2020-03-29,Woudenberg,351,Utrecht,7
2020-03-29,Wijk bij Duurstede,352,Utrecht,10
2020-03-29,IJsselstein,353,Utrecht,34
2020-03-29,Zeist,355,Utrecht,44
2020-03-29,Nieuwegein,356,Utrecht,30
2020-03-29,Aalsmeer,358,Noord-Holland,17
2020-03-29,Alkmaar,361,Noord-Holland,45
2020-03-29,Amstelveen,362,Noord-Holland,75
2020-03-29,Amsterdam,363,Noord-Holland,530
2020-03-29,Beemster,370,Noord-Holland,4
2020-03-29,Bergen (NH.),373,Noord-Holland,22
2020-03-29,Beverwijk,375,Noord-Holland,20
2020-03-29,Blaricum,376,Noord-Holland,6
2020-03-29,Bloemendaal,377,Noord-Holland,19
2020-03-29,Castricum,383,Noord-Holland,20
2020-03-29,Diemen,384,Noord-Holland,8
2020-03-29,Edam-Volendam,385,Noord-Holland,14
2020-03-29,Enkhuizen,388,Noord-Holland,17
2020-03-29,Haarlem,392,Noord-Holland,81
2020-03-29,Haarlemmermeer,394,Noord-Holland,53
2020-03-29,Heemskerk,396,Noord-Holland,22
2020-03-29,Heemstede,397,Noord-Holland,27
2020-03-29,Heerhugowaard,398,Noord-Holland,27
2020-03-29,Heiloo,399,Noord-Holland,16
2020-03-29,Den Helder,400,Noord-Holland,11
2020-03-29,Hilversum,402,Noord-Holland,24
2020-03-29,Hoorn,405,Noord-Holland,22
2020-03-29,Huizen,406,Noord-Holland,13
2020-03-29,Landsmeer,415,Noord-Holland,8
2020-03-29,Langedijk,416,Noord-Holland,15
2020-03-29,Laren,417,Noord-Holland,8
2020-03-29,Medemblik,420,Noord-Holland,19
2020-03-29,Oostzaan,431,Noord-Holland,7
2020-03-29,Opmeer,432,Noord-Holland,3
2020-03-29,Ouder-Amstel,437,Noord-Holland,9
2020-03-29,Purmerend,439,Noord-Holland,56
2020-03-29,Schagen,441,Noord-Holland,16
2020-03-29,Texel,448,Noord-Holland,3
2020-03-29,Uitgeest,450,Noord-Holland,8
2020-03-29,Uithoorn,451,Noord-Holland,17
2020-03-29,Velsen,453,Noord-Holland,38
2020-03-29,Weesp,457,Noord-Holland,10
2020-03-29,Zandvoort,473,Noord-Holland,10
2020-03-29,Zaanstad,479,Noord-Holland,56
2020-03-29,Alblasserdam,482,Zuid-Holland,7
2020-03-29,Alphen aan den Rijn,484,Zuid-Holland,41
2020-03-29,Barendrecht,489,Zuid-Holland,29
2020-03-29,Drechterland,498,Noord-Holland,5
2020-03-29,Brielle,501,Zuid-Holland,11
2020-03-29,Capelle aan den IJssel,502,Zuid-Holland,42
2020-03-29,Delft,503,Zuid-Holland,32
2020-03-29,Dordrecht,505,Zuid-Holland,42
2020-03-29,Gorinchem,512,Zuid-Holland,17
2020-03-29,Gouda,513,Zuid-Holland,37
2020-03-29,'s-Gravenhage,518,Zuid-Holland,176
2020-03-29,Hardinxveld-Giessendam,523,Zuid-Holland,7
2020-03-29,Hellevoetsluis,530,Zuid-Holland,15
2020-03-29,Hendrik-Ido-Ambacht,531,Zuid-Holland,6
2020-03-29,Stede Broec,532,Noord-Holland,20
2020-03-29,Hillegom,534,Zuid-Holland,5
2020-03-29,Katwijk,537,Zuid-Holland,21
2020-03-29,Krimpen aan den IJssel,542,Zuid-Holland,13
2020-03-29,Leiden,546,Zuid-Holland,37
2020-03-29,Leiderdorp,547,Zuid-Holland,7
2020-03-29,Lisse,553,Zuid-Holland,4
2020-03-29,Maassluis,556,Zuid-Holland,14
2020-03-29,Nieuwkoop,569,Zuid-Holland,10
2020-03-29,Noordwijk,575,Zuid-Holland,17
2020-03-29,Oegstgeest,579,Zuid-Holland,13
2020-03-29,Oudewater,589,Utrecht,21
2020-03-29,Papendrecht,590,Zuid-Holland,7
2020-03-29,Ridderkerk,597,Zuid-Holland,33
2020-03-29,Rotterdam,599,Zuid-Holland,341
2020-03-29,Rijswijk,603,Zuid-Holland,17
2020-03-29,Schiedam,606,Zuid-Holland,27
2020-03-29,Sliedrecht,610,Zuid-Holland,6
2020-03-29,Albrandswaard,613,Zuid-Holland,24
2020-03-29,Westvoorne,614,Zuid-Holland,11
2020-03-29,Vlaardingen,622,Zuid-Holland,35
2020-03-29,Voorschoten,626,Zuid-Holland,8
2020-03-29,Waddinxveen,627,Zuid-Holland,9
2020-03-29,Wassenaar,629,Zuid-Holland,6
2020-03-29,Woerden,632,Utrecht,40
2020-03-29,Zoetermeer,637,Zuid-Holland,26
2020-03-29,Zoeterwoude,638,Zuid-Holland,3
2020-03-29,Zwijndrecht,642,Zuid-Holland,15
2020-03-29,Borsele,654,Zeeland,7
2020-03-29,Goes,664,Zeeland,16
2020-03-29,West Maas en Waal,668,Gelderland,17
2020-03-29,Hulst,677,Zeeland,3
2020-03-29,Kapelle,678,Zeeland,2
2020-03-29,Middelburg,687,Zeeland,13
2020-03-29,Reimerswaal,703,Zeeland,7
2020-03-29,Terneuzen,715,Zeeland,18
2020-03-29,Tholen,716,Zeeland,30
2020-03-29,Veere,717,Zeeland,9
2020-03-29,Vlissingen,718,Zeeland,10
2020-03-29,De Ronde Venen,736,Utrecht,19
2020-03-29,Tytsjerksteradiel,737,Friesland,4
2020-03-29,Asten,743,Noord-Brabant,15
2020-03-29,Baarle-Nassau,744,Noord-Brabant,3
2020-03-29,Bergen op Zoom,748,Noord-Brabant,17
2020-03-29,Best,753,Noord-Brabant,25
2020-03-29,Boekel,755,Noord-Brabant,59
2020-03-29,Boxmeer,756,Noord-Brabant,19
2020-03-29,Boxtel,757,Noord-Brabant,24
2020-03-29,Breda,758,Noord-Brabant,237
2020-03-29,Deurne,762,Noord-Brabant,53
2020-03-29,Pekela,765,Groningen,2
2020-03-29,Dongen,766,Noord-Brabant,18
2020-03-29,Eersel,770,Noord-Brabant,20
2020-03-29,Eindhoven,772,Noord-Brabant,139
2020-03-29,Etten-Leur,777,Noord-Brabant,51
2020-03-29,Geertruidenberg,779,Noord-Brabant,12
2020-03-29,Gilze en Rijen,784,Noord-Brabant,27
2020-03-29,Goirle,785,Noord-Brabant,34
2020-03-29,Grave,786,Noord-Brabant,22
2020-03-29,Haaren,788,Noord-Brabant,22
2020-03-29,Helmond,794,Noord-Brabant,100
2020-03-29,'s-Hertogenbosch,796,Noord-Brabant,131
2020-03-29,Heusden,797,Noord-Brabant,44
2020-03-29,Hilvarenbeek,798,Noord-Brabant,13
2020-03-29,Loon op Zand,809,Noord-Brabant,31
2020-03-29,Mill en Sint Hubert,815,Noord-Brabant,11
2020-03-29,"Nuenen, Gerwen en Nederwetten",820,Noord-Brabant,14
2020-03-29,Oirschot,823,Noord-Brabant,14
2020-03-29,Oisterwijk,824,Noord-Brabant,25
2020-03-29,Oosterhout,826,Noord-Brabant,40
2020-03-29,Oss,828,Noord-Brabant,154
2020-03-29,Rucphen,840,Noord-Brabant,10
2020-03-29,Sint-Michielsgestel,845,Noord-Brabant,32
2020-03-29,Someren,847,Noord-Brabant,27
2020-03-29,Son en Breugel,848,Noord-Brabant,24
2020-03-29,Steenbergen,851,Noord-Brabant,17
2020-03-29,Waterland,852,Noord-Holland,12
2020-03-29,Tilburg,855,Noord-Brabant,306
2020-03-29,Uden,856,Noord-Brabant,142
2020-03-29,Valkenswaard,858,Noord-Brabant,31
2020-03-29,Veldhoven,861,Noord-Brabant,26
2020-03-29,Vught,865,Noord-Brabant,36
2020-03-29,Waalre,866,Noord-Brabant,7
2020-03-29,Waalwijk,867,Noord-Brabant,59
2020-03-29,Woensdrecht,873,Noord-Brabant,6
2020-03-29,Zundert,879,Noord-Brabant,24
2020-03-29,Wormerland,880,Noord-Holland,8
2020-03-29,Landgraaf,882,Limburg,29
2020-03-29,Beek,888,Limburg,15
2020-03-29,Beesel,889,Limburg,15
2020-03-29,Bergen (L.),893,Limburg,2
2020-03-29,Brunssum,899,Limburg,26
2020-03-29,Gennep,907,Limburg,14
2020-03-29,Heerlen,917,Limburg,78
2020-03-29,Kerkrade,928,Limburg,34
2020-03-29,Maastricht,935,Limburg,173
2020-03-29,Meerssen,938,Limburg,12
2020-03-29,Mook en Middelaar,944,Limburg,8
2020-03-29,Nederweert,946,Limburg,27
2020-03-29,Roermond,957,Limburg,32
2020-03-29,Simpelveld,965,Limburg,12
2020-03-29,Stein,971,Limburg,32
2020-03-29,Vaals,981,Limburg,8
2020-03-29,Venlo,983,Limburg,86
2020-03-29,Venray,984,Limburg,31
2020-03-29,Voerendaal,986,Limburg,10
2020-03-29,Weert,988,Limburg,41
2020-03-29,Valkenburg aan de Geul,994,Limburg,13
2020-03-29,Lelystad,995,Flevoland,31
2020-03-29,Horst aan de Maas,1507,Limburg,32
2020-03-29,Oude IJsselstreek,1509,Gelderland,10
2020-03-29,Teylingen,1525,Zuid-Holland,13
2020-03-29,Utrechtse Heuvelrug,1581,Utrecht,30
2020-03-29,Oost Gelre,1586,Gelderland,11
2020-03-29,Koggenland,1598,Noord-Holland,10
2020-03-29,Lansingerland,1621,Zuid-Holland,47
2020-03-29,Leudal,1640,Limburg,45
2020-03-29,Maasgouw,1641,Limburg,13
2020-03-29,Gemert-Bakel,1652,Noord-Brabant,90
2020-03-29,Halderberge,1655,Noord-Brabant,13
2020-03-29,Heeze-Leende,1658,Noord-Brabant,16
2020-03-29,Laarbeek,1659,Noord-Brabant,44
2020-03-29,Reusel-De Mierden,1667,Noord-Brabant,6
2020-03-29,Roerdalen,1669,Limburg,14
2020-03-29,Roosendaal,1674,Noord-Brabant,26
2020-03-29,Schouwen-Duiveland,1676,Zeeland,10
2020-03-29,Aa en Hunze,1680,Drenthe,4
2020-03-29,Borger-Odoorn,1681,Drenthe,2
2020-03-29,Cuijk,1684,Noord-Brabant,10
2020-03-29,Landerd,1685,Noord-Brabant,47
2020-03-29,De Wolden,1690,Drenthe,7
2020-03-29,Noord-Beveland,1695,Zeeland,2
2020-03-29,Wijdemeren,1696,Noord-Holland,5
2020-03-29,Noordenveld,1699,Drenthe,5
2020-03-29,Twenterand,1700,Overijssel,6
2020-03-29,Westerveld,1701,Drenthe,5
2020-03-29,Sint Anthonis,1702,Noord-Brabant,30
2020-03-29,Lingewaard,1705,Gelderland,27
2020-03-29,Cranendonck,1706,Noord-Brabant,55
2020-03-29,Steenwijkerland,1708,Overijssel,10
2020-03-29,Moerdijk,1709,Noord-Brabant,10
2020-03-29,Echt-Susteren,1711,Limburg,29
2020-03-29,Sluis,1714,Zeeland,6
2020-03-29,Drimmelen,1719,Noord-Brabant,30
2020-03-29,Bernheze,1721,Noord-Brabant,104
2020-03-29,Alphen-Chaam,1723,Noord-Brabant,24
2020-03-29,Bergeijk,1724,Noord-Brabant,14
2020-03-29,Bladel,1728,Noord-Brabant,18
2020-03-29,Gulpen-Wittem,1729,Limburg,10
2020-03-29,Tynaarlo,1730,Drenthe,17
2020-03-29,Midden-Drenthe,1731,Drenthe,5
2020-03-29,Overbetuwe,1734,Gelderland,60
2020-03-29,Hof van Twente,1735,Overijssel,17
2020-03-29,Neder-Betuwe,1740,Gelderland,31
2020-03-29,Rijssen-Holten,1742,Overijssel,21
2020-03-29,Geldrop-Mierlo,1771,Noord-Brabant,24
2020-03-29,Olst-Wijhe,1773,Overijssel,8
2020-03-29,Dinkelland,1774,Overijssel,32
2020-03-29,Westland,1783,Zuid-Holland,58
2020-03-29,Midden-Delfland,1842,Zuid-Holland,4
2020-03-29,Berkelland,1859,Gelderland,5
2020-03-29,Bronckhorst,1876,Gelderland,11
2020-03-29,Sittard-Geleen,1883,Limburg,106
2020-03-29,Kaag en Braassem,1884,Zuid-Holland,6
2020-03-29,Dantumadiel,1891,Friesland,3
2020-03-29,Zuidplas,1892,Zuid-Holland,16
2020-03-29,Peel en Maas,1894,Limburg,134
2020-03-29,Oldambt,1895,Groningen,2
2020-03-29,Zwartewaterland,1896,Overijssel,43
2020-03-29,Súdwest-Fryslân,1900,Friesland,22
2020-03-29,Bodegraven-Reeuwijk,1901,Zuid-Holland,11
2020-03-29,Eijsden-Margraten,1903,Limburg,48
2020-03-29,Stichtse Vecht,1904,Utrecht,33
2020-03-29,Hollands Kroon,1911,Noord-Holland,23
2020-03-29,Leidschendam-Voorburg,1916,Zuid-Holland,21
2020-03-29,Goeree-Overflakkee,1924,Zuid-Holland,102
2020-03-29,Pijnacker-Nootdorp,1926,Zuid-Holland,26
2020-03-29,Nissewaard,1930,Zuid-Holland,38
2020-03-29,Krimpenerwaard,1931,Zuid-Holland,33
2020-03-29,De Fryske Marren,1940,Friesland,21
2020-03-29,Gooise Meren,1942,Noord-Holland,25
2020-03-29,Berg en Dal,1945,Gelderland,64
2020-03-29,Meierijstad,1948,Noord-Brabant,227
2020-03-29,Waadhoeke,1949,Friesland,6
2020-03-29,Westerwolde,1950,Groningen,4
2020-03-29,Midden-Groningen,1952,Groningen,6
2020-03-29,Beekdaelen,1954,Limburg,39
2020-03-29,Montferland,1955,Gelderland,10
2020-03-29,Altena,1959,Noord-Brabant,41
2020-03-29,West Betuwe,1960,Gelderland,34
2020-03-29,Vijfheerenlanden,1961,Utrecht,36
2020-03-29,Hoeksche Waard,1963,Zuid-Holland,60
2020-03-29,Het Hogeland,1966,Groningen,9
2020-03-29,Westerkwartier,1969,Groningen,18
2020-03-29,Noardeast-Fryslân,1970,Friesland,6
2020-03-29,Molenlanden,1978,Zuid-Holland,19
2020-03-30,,-1,,310
2020-03-30,Appingedam,3,Groningen,1
2020-03-30,Delfzijl,10,Groningen,7
2020-03-30,Groningen,14,Groningen,88
2020-03-30,Loppersum,24,Groningen,1
2020-03-30,Almere,34,Flevoland,60
2020-03-30,Stadskanaal,37,Groningen,1
2020-03-30,Veendam,47,Groningen,2
2020-03-30,Zeewolde,50,Flevoland,9
2020-03-30,Achtkarspelen,59,Friesland,2
2020-03-30,Harlingen,72,Friesland,4
2020-03-30,Heerenveen,74,Friesland,9
2020-03-30,Leeuwarden,80,Friesland,23
2020-03-30,Ooststellingwerf,85,Friesland,1
2020-03-30,Opsterland,86,Friesland,7
2020-03-30,Smallingerland,90,Friesland,10
2020-03-30,Weststellingwerf,98,Friesland,3
2020-03-30,Assen,106,Drenthe,12
2020-03-30,Coevorden,109,Drenthe,20
2020-03-30,Emmen,114,Drenthe,15
2020-03-30,Hoogeveen,118,Drenthe,13
2020-03-30,Meppel,119,Drenthe,8
2020-03-30,Almelo,141,Overijssel,20
2020-03-30,Borne,147,Overijssel,21
2020-03-30,Dalfsen,148,Overijssel,16
2020-03-30,Deventer,150,Overijssel,53
2020-03-30,Enschede,153,Overijssel,55
2020-03-30,Haaksbergen,158,Overijssel,10
2020-03-30,Hardenberg,160,Overijssel,21
2020-03-30,Hellendoorn,163,Overijssel,14
2020-03-30,Hengelo,164,Overijssel,40
2020-03-30,Kampen,166,Overijssel,69
2020-03-30,Losser,168,Overijssel,3
2020-03-30,Noordoostpolder,171,Flevoland,11
2020-03-30,Oldenzaal,173,Overijssel,22
2020-03-30,Ommen,175,Overijssel,10
2020-03-30,Raalte,177,Overijssel,20
2020-03-30,Staphorst,180,Overijssel,6
2020-03-30,Tubbergen,183,Overijssel,14
2020-03-30,Urk,184,Flevoland,14
